,일시,평균기온,최고기온,최저기온,일조합,일조율,일사합,평균풍속,최대풍속,최대풍속풍향,강수량,평균습도,최저습도
1055,2017-11-21,9.7,13.5,6.0,5.3,51.5,9.85,1.9,4.0,20.0,0.0,63.3,48.0
1056,2017-11-22,12.3,15.3,10.1,0.0,0.0,4.13,3.1,8.9,360.0,0.7,69.5,48.0
1057,2017-11-23,9.7,11.2,8.9,2.1,20.4,6.19,5.7,8.0,320.0,0.0,51.6,41.0
1058,2017-11-24,10.3,13.0,8.3,4.0,39.2,8.89,5.3,8.1,290.0,0.0,52.9,33.0
1059,2017-11-25,12.0,16.2,7.7,3.8,37.3,8.39,2.5,5.0,230.0,0.0,54.1,40.0
1060,2017-11-26,14.1,17.2,10.9,1.4,13.7,6.64,3.5,5.2,360.0,1.6,67.5,53.0
1061,2017-11-27,9.4,11.8,7.4,8.6,84.3,12.03,2.3,4.6,360.0,0.0,65.3,51.0
1062,2017-11-28,12.5,16.1,7.0,2.7,26.5,4.06,1.4,2.9,140.0,2.6,87.6,74.0
1063,2017-11-29,12.1,14.5,9.2,0.0,0.0,3.47,2.7,8.1,20.0,10.9,74.1,55.0
1064,2017-11-30,7.4,9.7,5.0,4.1,40.6,7.48,3.6,7.0,360.0,0.0,60.9,46.0
1065,2017-12-01,6.0,8.2,3.9,1.7,16.8,5.61,3.4,5.5,360.0,0.0,59.3,39.0
1066,2017-12-02,6.7,10.8,2.9,5.6,55.4,10.1,2.0,4.1,50.0,0.0,59.4,49.0
1067,2017-12-03,10.0,14.3,5.4,7.5,74.3,9.6,2.0,3.4,20.0,0.0,62.4,49.0
1068,2017-12-04,8.9,12.3,5.8,0.1,1.0,2.61,4.6,8.1,320.0,0.0,65.9,49.0
1069,2017-12-05,5.4,7.5,2.4,0.7,6.9,3.71,5.8,9.9,20.0,4.3,67.3,47.0
1070,2017-12-06,8.3,11.3,5.7,2.9,29.0,6.04,2.5,5.6,340.0,0.2,56.5,39.0
1071,2017-12-07,9.7,13.2,7.3,3.2,32.0,7.52,3.9,10.7,20.0,0.2,57.6,45.0
1072,2017-12-08,5.7,7.5,3.8,0.3,3.0,2.55,6.6,10.5,340.0,0.0,62.8,45.0
1073,2017-12-09,8.8,11.7,6.3,1.0,10.0,4.4,3.4,5.3,290.0,0.0,54.5,47.0
1074,2017-12-10,10.6,13.3,8.1,2.8,28.0,6.4,5.2,9.3,320.0,8.3,60.3,47.0
1075,2017-12-11,6.2,9.3,3.5,2.7,27.0,7.54,6.9,10.3,320.0,0.3,60.1,41.0
1076,2017-12-12,3.2,4.6,2.2,0.0,0.0,2.54,5.2,8.0,20.0,0.0,64.1,56.0
1077,2017-12-13,3.3,4.8,2.5,0.2,2.0,2.23,4.2,6.6,360.0,0.0,61.3,49.0
1078,2017-12-14,5.1,7.7,0.7,1.9,19.0,6.2,1.9,4.4,20.0,0.0,57.4,44.0
1079,2017-12-15,6.9,9.3,4.3,5.1,51.0,9.18,2.3,4.3,320.0,0.0,58.8,29.0
1080,2017-12-16,5.8,9.4,1.6,0.9,9.0,4.29,7.0,11.8,360.0,1.1,66.5,47.0
1081,2017-12-17,3.9,5.6,2.1,0.1,1.0,3.06,5.1,9.8,360.0,1.0,70.3,53.0
1082,2017-12-18,7.2,8.8,4.5,0.0,0.0,2.23,3.7,6.7,270.0,0.0,58.6,50.0
1083,2017-12-19,6.3,9.5,3.8,0.7,7.1,4.0,4.8,7.4,320.0,0.0,58.5,42.0
1084,2017-12-20,6.1,8.4,4.2,4.2,42.4,7.57,3.3,11.6,360.0,0.4,57.6,45.0
1085,2017-12-21,7.4,9.8,6.1,2.7,27.3,6.86,3.1,7.7,320.0,0.0,56.6,44.0
1086,2017-12-22,8.3,12.3,4.6,8.4,84.8,10.28,2.2,3.7,180.0,0.0,62.4,53.0
1087,2017-12-23,11.4,15.1,7.9,5.1,51.5,9.18,2.0,3.4,20.0,0.0,66.9,54.0
1088,2017-12-24,11.3,14.6,7.9,0.2,2.0,2.45,5.8,11.7,320.0,6.7,69.3,48.0
1089,2017-12-25,6.0,8.0,5.4,0.2,2.0,3.35,5.2,10.0,320.0,0.0,56.4,47.0
1090,2017-12-26,7.0,9.4,4.2,2.9,29.0,6.64,5.4,7.5,320.0,0.0,55.3,43.0
1091,2017-12-27,4.0,5.9,2.4,5.6,56.6,9.46,3.4,6.5,340.0,0.0,56.1,47.0
1092,2017-12-28,5.4,7.2,2.3,0.1,1.0,5.86,1.5,4.8,50.0,0.0,57.4,49.0
1093,2017-12-29,8.5,11.7,4.0,6.8,68.0,9.89,2.3,4.5,320.0,0.0,66.0,50.0
1094,2017-12-30,10.5,12.5,9.5,1.4,14.0,5.72,2.3,5.6,290.0,1.4,65.6,52.0
1095,2017-12-31,7.8,9.8,6.7,2.1,21.0,6.25,5.2,7.5,320.0,1.5,59.1,44.0
1096,2018-01-01,6.4,8.8,4.0,2.7,27.0,5.97,3.5,7.2,360.0,0.0,53.4,41.0
1097,2018-01-02,7.0,10.1,3.0,8.2,82.0,10.53,2.2,5.5,360.0,0.0,53.5,35.0
1098,2018-01-03,5.0,8.4,3.5,3.2,32.0,7.84,3.4,6.0,360.0,0.0,60.3,52.0
1099,2018-01-04,3.9,4.6,2.4,0.0,0.0,2.19,2.6,5.5,20.0,0.6,70.0,60.0
1100,2018-01-05,5.1,6.5,1.9,0.0,0.0,1.26,4.1,7.3,320.0,4.2,70.5,57.0
1101,2018-01-06,6.2,8.7,4.8,4.5,45.0,9.92,3.1,6.3,320.0,0.0,60.4,49.0
1102,2018-01-07,8.5,11.5,4.4,0.0,0.0,2.7,2.1,4.5,50.0,3.6,71.1,50.0
1103,2018-01-08,8.7,11.3,6.1,0.0,0.0,1.07,4.5,11.2,290.0,4.1,83.6,50.0
1104,2018-01-09,4.9,7.0,2.8,1.6,15.8,5.21,7.5,11.7,290.0,0.4,58.1,47.0
1105,2018-01-10,2.4,5.9,-0.5,1.7,16.8,5.45,8.9,12.9,320.0,3.4,71.9,43.0
1106,2018-01-11,0.0,1.7,-2.2,1.2,11.9,5.74,7.0,10.9,360.0,8.3,81.0,47.0
1107,2018-01-12,0.7,2.3,-2.3,0.0,0.0,2.86,5.1,9.8,360.0,1.8,71.1,55.0
1108,2018-01-13,4.5,6.9,1.4,0.8,7.9,5.56,2.7,5.6,320.0,0.0,61.3,50.0
1109,2018-01-14,7.8,12.9,3.1,5.6,54.9,10.01,1.8,4.2,110.0,0.0,61.6,46.0
1110,2018-01-15,10.8,14.4,7.8,6.8,66.7,11.04,2.3,4.6,230.0,0.0,70.9,59.0
1111,2018-01-16,12.1,14.4,8.7,0.0,0.0,1.66,1.9,7.1,20.0,16.5,88.6,71.0
1112,2018-01-17,9.5,11.5,8.5,1.4,13.7,5.83,2.9,5.8,20.0,3.8,80.9,68.0
1113,2018-01-18,8.9,10.8,6.3,0.7,6.9,5.0,2.8,5.1,320.0,0.0,66.6,56.0
1114,2018-01-19,6.8,9.4,4.3,8.9,86.4,13.1,2.0,4.0,360.0,0.0,53.9,38.0
1115,2018-01-20,6.1,9.9,2.8,8.7,84.5,11.86,1.9,3.5,360.0,0.0,52.9,36.0
1116,2018-01-21,8.5,11.4,3.9,8.4,81.6,12.94,2.3,5.0,50.0,0.0,54.4,38.0
1117,2018-01-22,9.0,10.9,7.1,1.6,15.5,5.45,4.0,10.2,320.0,0.7,66.1,45.0
1118,2018-01-23,2.1,7.6,0.0,0.1,1.0,2.6,5.5,8.9,320.0,0.3,68.1,49.0
1119,2018-01-24,-1.2,1.2,-2.4,0.8,7.7,5.66,5.2,9.2,360.0,4.5,73.4,57.0
1120,2018-01-25,-1.9,-1.2,-2.6,0.1,1.0,2.18,5.2,8.2,20.0,0.0,72.0,61.0
1121,2018-01-26,-1.3,-0.4,-2.1,0.6,5.8,3.81,4.9,7.3,340.0,0.1,68.3,62.0
1122,2018-01-27,0.9,3.6,-1.6,4.8,46.2,11.37,2.3,4.7,20.0,0.0,61.3,46.0
1123,2018-01-28,2.6,4.6,0.5,0.6,5.7,4.86,3.9,7.9,320.0,2.0,69.6,58.0
1124,2018-01-29,1.8,4.0,-0.1,0.3,2.9,3.54,5.9,9.5,320.0,1.7,70.5,49.0
1125,2018-01-30,2.2,4.1,-0.2,0.5,4.8,5.5,3.4,6.3,20.0,1.5,71.1,57.0
1126,2018-01-31,3.8,5.0,2.1,0.0,0.0,1.7,2.0,5.7,20.0,0.5,65.9,55.0
1127,2018-02-01,4.5,6.8,3.2,4.6,43.4,9.8,3.9,5.9,20.0,0.0,55.3,40.0
1128,2018-02-02,3.8,6.1,1.6,4.9,46.2,11.96,3.2,4.6,360.0,0.0,51.0,38.0
1129,2018-02-03,1.4,4.9,-0.7,0.3,2.8,3.37,6.3,10.9,360.0,1.1,71.1,46.0
1130,2018-02-04,-0.4,0.8,-2.3,0.2,1.9,4.38,6.8,10.7,360.0,5.9,70.9,48.0
1131,2018-02-05,0.2,2.6,-1.7,1.1,10.3,5.76,6.3,9.4,360.0,3.5,74.4,50.0
1132,2018-02-06,-0.6,0.8,-2.5,0.2,1.9,4.23,5.9,9.0,320.0,5.7,74.9,45.0
1133,2018-02-07,0.6,1.9,-1.3,0.0,0.0,2.92,3.1,6.6,360.0,1.7,77.4,60.0
1134,2018-02-08,2.5,6.8,-0.7,3.1,28.7,10.43,2.0,4.2,110.0,3.1,77.4,66.0
1135,2018-02-09,6.0,11.2,1.4,7.1,65.7,12.89,2.1,4.6,290.0,0.0,63.3,48.0
1136,2018-02-10,5.8,7.9,2.7,1.1,10.2,5.12,3.7,8.1,360.0,2.2,66.4,47.0
1137,2018-02-11,2.5,5.4,1.0,2.3,21.1,8.08,6.5,11.4,320.0,0.8,58.3,35.0
1138,2018-02-12,2.7,4.1,-0.1,0.9,8.3,6.47,7.2,9.9,320.0,0.0,54.0,41.0
1139,2018-02-13,4.9,8.3,2.7,9.6,88.1,16.45,4.2,9.7,320.0,0.0,42.3,28.0
1140,2018-02-14,9.8,15.4,2.5,8.2,74.5,14.37,3.4,9.2,250.0,0.0,60.0,36.0
1141,2018-02-15,7.1,10.5,4.6,3.4,30.9,8.13,2.1,4.1,20.0,0.0,64.4,45.0
1142,2018-02-16,6.1,9.7,3.9,0.8,7.3,7.47,2.6,4.9,320.0,0.0,54.8,36.0
1143,2018-02-17,4.4,7.5,2.8,10.2,91.9,17.37,3.4,6.0,20.0,0.0,47.9,33.0
1144,2018-02-18,6.7,10.2,1.7,4.3,38.7,9.87,1.9,4.5,20.0,0.9,56.1,37.0
1145,2018-02-19,8.3,10.5,5.5,0.0,0.0,5.03,2.2,4.5,50.0,2.1,65.5,41.0
1146,2018-02-20,8.4,11.9,4.6,8.1,72.3,15.88,2.5,5.0,20.0,0.0,56.1,35.0
1147,2018-02-21,5.5,7.5,4.2,0.9,8.0,8.89,3.1,6.8,360.0,0.0,44.8,32.0
1148,2018-02-22,5.0,7.6,3.2,8.9,79.5,13.99,3.1,5.5,20.0,0.0,37.9,27.0
1149,2018-02-23,8.7,13.1,3.3,8.8,77.9,16.43,3.2,7.2,290.0,0.0,56.8,39.0
1150,2018-02-24,9.4,13.3,5.3,7.3,64.6,15.78,2.2,4.7,20.0,0.0,56.5,39.0
1151,2018-02-25,9.8,13.2,6.7,4.4,38.9,12.22,2.0,4.8,20.0,0.0,60.9,49.0
1152,2018-02-26,8.1,11.9,4.2,10.7,93.9,18.91,1.7,3.1,360.0,0.0,50.8,38.0
1153,2018-02-27,10.6,15.0,5.8,10.0,87.7,17.51,2.5,4.6,50.0,0.0,55.8,43.0
1154,2018-02-28,11.0,17.5,6.9,0.8,7.0,2.76,5.6,12.0,230.0,59.6,83.4,48.0
1155,2018-03-01,6.8,10.5,3.3,2.5,21.7,10.27,5.8,9.4,270.0,0.0,66.9,45.0
1156,2018-03-02,5.7,9.1,2.8,9.1,79.1,19.23,1.9,3.7,320.0,0.0,62.1,46.0
1157,2018-03-03,12.0,19.2,6.0,4.6,40.0,11.22,1.8,5.7,90.0,0.0,74.5,56.0
1158,2018-03-04,17.2,23.2,10.9,9.4,81.0,19.26,2.7,10.3,230.0,0.8,78.3,62.0
1159,2018-03-05,10.4,21.7,8.2,0.0,0.0,1.63,3.9,8.7,270.0,3.9,93.3,81.0
1160,2018-03-06,9.6,11.3,8.2,8.4,72.4,19.23,3.5,5.7,50.0,0.0,65.3,49.0
1161,2018-03-07,10.0,11.6,8.4,0.0,0.0,3.07,3.8,6.8,50.0,30.1,78.4,61.0
1162,2018-03-08,6.8,8.6,5.1,0.0,0.0,2.57,5.4,8.2,320.0,18.2,82.5,71.0
1163,2018-03-09,5.6,7.8,4.2,1.3,11.1,7.44,2.8,5.0,340.0,0.0,69.3,60.0
1164,2018-03-10,8.1,11.5,4.3,9.1,77.1,20.75,2.7,4.7,290.0,0.0,64.5,39.0
1165,2018-03-11,8.7,12.1,5.1,9.6,81.4,18.19,1.8,3.3,20.0,0.0,67.9,55.0
1166,2018-03-12,11.2,15.3,7.0,9.4,79.7,19.19,1.9,3.7,20.0,0.0,66.4,53.0
1167,2018-03-13,14.7,19.2,9.6,10.7,89.9,20.87,2.1,5.3,50.0,0.0,52.9,33.0
1168,2018-03-14,16.9,20.3,12.5,8.9,74.8,19.34,1.9,3.7,20.0,0.0,61.5,44.0
1169,2018-03-15,17.1,21.7,12.0,0.4,3.4,6.36,3.5,9.4,200.0,16.0,85.9,64.0
1170,2018-03-16,9.5,12.1,8.8,0.2,1.7,5.22,3.1,5.7,70.0,1.9,78.1,61.0
1171,2018-03-17,10.0,13.8,7.3,9.4,78.3,21.86,3.6,6.5,70.0,0.0,64.0,51.0
1172,2018-03-18,15.2,22.3,7.8,2.2,18.2,10.88,2.2,5.2,110.0,3.1,73.1,48.0
1173,2018-03-19,12.6,16.2,10.1,0.0,0.0,4.06,3.0,5.2,90.0,8.7,95.3,90.0
1174,2018-03-20,8.3,10.2,6.5,0.0,0.0,1.51,6.0,10.1,70.0,14.1,80.3,68.0
1175,2018-03-21,5.4,6.6,4.2,0.0,0.0,5.56,4.7,8.3,70.0,21.2,85.6,79.0
1176,2018-03-22,7.3,10.4,5.3,4.9,40.2,13.78,3.4,6.2,360.0,0.0,70.6,53.0
1177,2018-03-23,8.6,11.9,4.6,10.7,87.7,22.03,2.6,5.1,290.0,0.0,60.4,44.0
1178,2018-03-24,12.2,16.5,7.7,10.1,82.1,20.16,2.8,4.8,290.0,0.0,64.0,36.0
1179,2018-03-25,13.2,16.9,9.6,10.4,84.6,21.88,2.3,4.9,320.0,0.0,80.0,64.0
1180,2018-03-26,13.7,17.0,9.7,10.1,82.1,20.28,1.6,3.9,20.0,0.0,63.0,47.0
1181,2018-03-27,14.8,19.1,10.3,10.9,87.9,22.08,2.0,3.8,320.0,0.0,58.9,45.0
1182,2018-03-28,15.1,19.1,9.5,10.8,87.1,22.36,1.9,4.2,50.0,0.0,67.8,54.0
1183,2018-03-29,15.6,19.3,12.0,9.9,79.8,20.88,1.9,3.8,20.0,0.0,75.9,52.0
1184,2018-03-30,15.5,18.9,13.5,8.2,65.6,19.1,3.7,7.9,50.0,0.0,69.3,48.0
1185,2018-03-31,17.0,21.0,13.3,9.7,77.6,20.32,3.0,7.3,50.0,0.0,62.4,47.0
1186,2018-04-01,18.0,21.3,15.2,8.9,71.2,19.79,2.0,4.7,20.0,0.0,66.5,49.0
1187,2018-04-02,18.0,21.3,15.3,11.1,88.1,22.85,1.6,3.5,20.0,0.0,74.6,60.0
1188,2018-04-03,17.7,21.5,15.3,8.4,66.7,20.43,1.7,4.4,50.0,0.0,79.6,67.0
1189,2018-04-04,17.6,20.6,15.8,0.0,0.0,6.4,2.1,5.0,20.0,0.2,84.5,65.0
1190,2018-04-05,17.9,21.3,14.4,3.8,29.9,12.65,3.3,6.4,70.0,0.0,81.5,61.0
1191,2018-04-06,11.0,18.2,8.1,5.5,43.3,15.86,5.7,10.6,290.0,20.0,70.6,39.0
1192,2018-04-07,7.8,9.8,5.3,4.1,32.3,14.63,7.6,11.2,320.0,0.0,49.9,36.0
1193,2018-04-08,12.5,16.4,7.0,11.2,87.5,23.42,5.7,13.0,180.0,0.0,43.8,23.0
1194,2018-04-09,14.3,16.3,12.6,10.7,83.6,25.17,3.3,8.2,200.0,0.0,57.0,30.0
1195,2018-04-10,18.8,22.3,12.5,11.6,90.6,24.73,3.4,9.8,200.0,0.0,49.0,37.0
1196,2018-04-11,17.2,21.2,13.6,4.3,33.3,16.58,3.8,9.9,200.0,0.0,68.5,47.0
1197,2018-04-12,17.0,23.5,13.1,8.3,64.3,22.25,2.3,7.0,50.0,0.0,37.4,14.0
1198,2018-04-13,16.4,19.5,14.3,0.5,3.9,10.51,4.1,8.5,110.0,0.0,52.5,35.0
1199,2018-04-14,15.2,22.9,10.2,0.0,0.0,4.63,4.8,9.4,250.0,3.7,85.1,73.0
1200,2018-04-15,11.9,15.7,9.6,10.5,80.8,24.54,4.2,6.6,290.0,0.0,63.8,46.0
1201,2018-04-16,12.2,14.6,8.5,7.1,54.6,19.0,2.0,4.0,20.0,0.0,63.0,53.0
1202,2018-04-17,14.5,16.6,12.3,5.1,38.9,18.9,2.6,7.0,50.0,0.0,75.8,54.0
1203,2018-04-18,13.6,17.3,10.7,12.0,91.6,27.17,2.6,4.7,290.0,0.0,63.5,50.0
1204,2018-04-19,15.2,20.3,9.2,12.4,94.7,27.13,2.2,4.4,340.0,0.0,45.5,22.0
1205,2018-04-20,16.6,20.3,12.1,12.1,91.7,26.14,1.8,4.0,320.0,0.0,52.3,30.0
1206,2018-04-21,17.4,19.5,13.2,10.9,82.6,23.9,1.7,4.5,20.0,0.0,61.1,48.0
1207,2018-04-22,20.4,25.2,17.3,1.0,7.6,9.47,1.6,5.3,140.0,5.2,78.3,52.0
1208,2018-04-23,18.5,21.8,16.1,0.0,0.0,4.67,1.7,4.5,20.0,41.8,96.3,87.0
1209,2018-04-24,14.7,16.4,13.6,0.0,0.0,5.1,2.7,5.2,50.0,38.7,96.8,89.0
1210,2018-04-25,14.6,17.8,12.6,1.2,9.0,10.73,2.0,6.0,50.0,1.7,78.1,44.0
1211,2018-04-26,15.5,19.4,12.1,6.9,51.5,20.11,2.2,3.7,270.0,0.0,74.3,57.0
1212,2018-04-27,16.6,21.2,13.5,11.8,88.1,24.88,3.4,7.1,270.0,0.0,69.1,33.0
1213,2018-04-28,16.4,19.3,13.1,9.7,72.4,23.77,1.8,3.3,20.0,0.0,80.4,56.0
1214,2018-04-29,17.3,19.3,14.4,8.8,65.2,23.14,2.0,4.6,20.0,0.0,72.8,67.0
1215,2018-04-30,20.7,26.1,17.4,7.7,57.0,21.61,1.8,4.0,320.0,1.2,75.9,49.0
1216,2018-05-01,20.7,26.0,16.5,8.9,65.9,22.52,1.6,4.7,270.0,0.0,81.6,59.0
1217,2018-05-02,17.6,24.5,13.4,0.1,0.7,5.49,3.7,8.0,290.0,0.3,85.5,61.0
1218,2018-05-03,15.2,19.0,12.7,9.0,66.2,20.68,5.2,7.8,270.0,0.0,58.1,48.0
1219,2018-05-04,16.2,20.3,12.3,12.7,93.4,28.89,4.0,7.6,270.0,0.0,42.0,17.0
1220,2018-05-05,19.6,22.7,13.7,5.7,41.9,20.35,2.6,7.4,20.0,0.0,43.5,17.0
1221,2018-05-06,20.3,23.6,17.2,0.0,0.0,4.75,4.2,8.8,230.0,21.4,84.0,59.0
1222,2018-05-07,16.8,18.1,15.5,1.2,8.8,5.73,2.8,6.5,50.0,17.2,93.8,83.0
1223,2018-05-08,16.0,18.3,14.2,1.8,13.1,10.2,3.8,7.2,70.0,0.0,77.8,66.0
1224,2018-05-09,15.7,18.1,13.8,6.9,50.4,23.75,3.3,6.6,50.0,0.0,66.5,56.0
1225,2018-05-10,15.9,18.3,13.9,11.0,79.7,28.35,3.0,7.6,50.0,0.0,72.3,63.0
1226,2018-05-11,17.9,22.8,12.0,11.5,83.3,27.61,1.8,3.5,320.0,0.0,61.3,42.0
1227,2018-05-12,22.2,24.4,18.4,0.5,3.6,11.81,2.6,6.4,230.0,1.3,64.5,49.0
1228,2018-05-13,17.1,21.7,14.9,5.0,36.0,16.16,2.9,5.4,290.0,41.8,90.8,76.0
1229,2018-05-14,19.0,23.2,14.9,10.8,77.7,26.26,1.4,3.8,20.0,0.0,78.8,52.0
1230,2018-05-15,21.8,26.3,17.9,9.8,70.5,24.62,1.4,4.6,50.0,0.0,68.8,50.0
1231,2018-05-16,24.8,31.1,21.3,9.5,68.3,20.98,2.2,6.0,180.0,0.0,80.4,58.0
1232,2018-05-17,25.7,30.1,22.1,8.8,63.3,23.94,2.4,6.4,250.0,0.0,77.0,62.0
1233,2018-05-18,21.8,27.8,16.3,4.2,30.0,18.45,3.6,6.5,250.0,2.4,90.1,68.0
1234,2018-05-19,16.6,17.9,15.5,0.3,2.1,7.53,4.3,6.7,90.0,0.0,79.6,65.0
1235,2018-05-20,16.5,18.6,15.1,0.1,0.7,7.96,4.7,7.4,90.0,0.7,74.1,61.0
1236,2018-05-21,17.7,20.3,15.7,1.1,7.9,10.95,3.9,6.8,50.0,0.0,83.8,74.0
1237,2018-05-22,20.7,26.4,16.8,4.2,29.8,19.4,2.9,5.9,20.0,2.7,76.8,53.0
1238,2018-05-23,17.8,22.7,16.1,8.1,57.4,22.08,3.6,6.9,270.0,4.1,77.1,45.0
1239,2018-05-24,19.2,24.4,14.1,8.0,56.7,22.65,1.3,2.5,360.0,0.0,52.8,16.0
1240,2018-05-25,19.9,24.0,18.0,4.2,29.8,19.43,1.8,4.0,20.0,0.0,63.8,33.0
1241,2018-05-26,18.4,23.9,14.8,3.7,26.2,13.86,3.5,7.4,50.0,2.9,83.6,61.0
1242,2018-05-27,19.3,23.0,16.7,4.2,29.8,16.23,1.4,4.8,20.0,0.1,84.5,64.0
1243,2018-05-28,20.1,24.0,17.7,0.5,3.5,12.12,3.0,5.4,50.0,3.9,90.6,73.0
1244,2018-05-29,21.0,26.8,19.1,3.8,26.8,19.41,2.5,5.6,50.0,0.0,89.3,66.0
1245,2018-05-30,21.1,24.6,18.6,2.8,19.7,17.19,2.2,5.3,270.0,0.0,89.0,72.0
1246,2018-05-31,18.8,21.8,16.8,1.5,10.6,13.74,2.4,5.0,270.0,0.0,82.1,54.0
1247,2018-06-01,20.1,23.2,16.2,12.8,90.1,28.72,1.6,3.0,360.0,0.0,70.9,56.0
1248,2018-06-02,22.1,25.5,19.2,9.9,69.7,24.14,1.7,3.4,290.0,0.0,65.5,53.0
1249,2018-06-03,21.6,24.1,20.3,9.5,66.4,22.89,1.7,3.8,20.0,0.0,68.3,49.0
1250,2018-06-04,22.8,26.7,19.5,6.7,46.9,21.74,1.6,3.6,270.0,0.0,69.1,52.0
1251,2018-06-05,19.8,22.9,19.1,0.0,0.0,4.26,2.5,5.1,50.0,28.5,94.9,71.0
1252,2018-06-06,20.7,23.8,18.8,4.3,30.1,19.67,1.8,3.9,20.0,0.0,89.0,72.0
1253,2018-06-07,21.3,24.4,18.9,11.3,79.0,27.65,1.8,4.0,360.0,0.0,84.8,68.0
1254,2018-06-08,20.9,24.6,18.9,5.9,41.3,20.93,2.4,4.5,320.0,0.0,85.1,63.0
1255,2018-06-09,22.2,26.9,18.9,8.4,58.7,25.04,3.4,6.8,50.0,0.0,77.1,56.0
1256,2018-06-10,19.9,21.1,18.4,0.0,0.0,3.7,3.5,6.7,110.0,2.1,86.5,78.0
1257,2018-06-11,19.4,22.4,18.0,1.3,9.0,14.39,2.4,5.0,20.0,23.9,91.1,76.0
1258,2018-06-12,21.1,24.5,18.7,9.9,68.8,26.66,2.4,4.4,320.0,3.1,80.1,63.0
1259,2018-06-13,21.9,28.8,17.7,13.0,90.3,28.81,2.7,5.4,90.0,0.0,71.0,50.0
1260,2018-06-14,22.1,25.6,19.5,9.6,66.7,26.7,4.1,8.6,50.0,0.0,78.1,65.0
1261,2018-06-15,21.1,23.8,19.0,6.7,46.5,20.94,3.9,6.6,110.0,0.0,74.8,58.0
1262,2018-06-16,20.3,23.0,18.3,4.0,27.8,19.37,3.7,6.4,90.0,0.0,71.6,57.0
1263,2018-06-17,20.8,24.5,18.9,6.6,45.8,23.33,3.5,6.9,50.0,0.0,82.6,67.0
1264,2018-06-18,22.0,24.1,19.5,3.6,25.0,16.54,1.6,4.0,20.0,0.0,78.9,67.0
1265,2018-06-19,22.0,24.3,19.7,0.3,2.1,6.95,1.3,3.8,50.0,31.3,88.3,71.0
1266,2018-06-20,21.9,25.3,19.7,8.0,55.6,21.45,2.2,4.1,50.0,1.0,86.1,68.0
1267,2018-06-21,22.7,26.8,20.2,11.0,76.4,28.47,2.2,4.2,290.0,0.0,82.0,59.0
1268,2018-06-22,22.8,25.6,20.1,2.0,13.9,14.5,2.4,6.5,50.0,0.3,71.6,47.0
1269,2018-06-23,22.7,25.1,19.8,8.7,60.4,24.87,2.7,5.4,270.0,1.4,74.0,62.0
1270,2018-06-24,23.9,27.0,20.6,13.0,90.3,28.54,2.7,4.6,320.0,0.0,67.6,52.0
1271,2018-06-25,24.0,27.5,20.6,12.4,86.1,26.96,1.6,3.7,340.0,0.0,73.0,62.0
1272,2018-06-26,28.2,32.3,23.6,5.4,37.5,21.04,4.9,10.5,200.0,0.0,68.0,56.0
1273,2018-06-27,26.3,29.0,24.3,0.0,0.0,4.03,5.0,12.8,200.0,17.3,84.4,62.0
1274,2018-06-28,25.7,28.5,23.4,0.0,0.0,3.51,3.9,9.6,230.0,44.0,84.9,64.0
1275,2018-06-29,25.2,28.9,23.2,2.7,18.8,15.63,2.7,8.5,270.0,10.4,87.8,69.0
1276,2018-06-30,24.0,26.8,22.0,0.0,0.0,4.67,1.9,5.0,140.0,47.8,92.0,75.0
1277,2018-07-01,27.3,30.4,22.7,0.8,5.6,10.7,3.0,7.0,160.0,7.5,79.9,69.0
1278,2018-07-02,27.3,31.4,24.1,2.5,17.5,13.0,3.4,7.3,160.0,0.0,80.3,57.0
1279,2018-07-03,24.1,25.5,22.8,0.0,0.0,5.49,4.8,10.0,20.0,1.6,91.4,86.0
1280,2018-07-04,26.0,29.8,24.2,9.5,66.4,24.99,2.6,5.5,250.0,0.0,80.9,65.0
1281,2018-07-05,24.8,26.5,23.6,0.1,0.7,8.63,2.4,5.4,50.0,0.0,90.1,80.0
1282,2018-07-06,22.7,24.0,21.7,0.0,0.0,2.56,3.2,5.7,110.0,38.1,94.8,85.0
1283,2018-07-07,21.3,22.3,19.9,0.0,0.0,5.72,4.0,5.9,90.0,0.0,84.1,77.0
1284,2018-07-08,20.9,22.5,19.6,0.0,0.0,9.35,3.8,5.6,70.0,1.3,95.9,89.0
1285,2018-07-09,24.6,28.5,21.1,5.8,40.6,18.02,2.7,5.1,70.0,0.1,90.3,74.0
1286,2018-07-10,28.3,33.1,24.7,9.1,64.1,24.33,3.6,7.3,140.0,0.0,74.8,57.0
1287,2018-07-11,30.0,35.0,27.4,9.8,69.0,25.33,2.8,7.8,140.0,0.0,69.5,50.0
1288,2018-07-12,28.0,30.4,26.0,12.5,88.0,28.07,1.8,3.6,270.0,0.0,82.0,70.0
1289,2018-07-13,26.7,29.2,25.2,6.3,44.4,21.61,1.9,5.2,50.0,0.0,88.4,78.0
1290,2018-07-14,26.9,29.5,24.8,10.3,72.5,25.39,1.7,4.2,50.0,0.0,81.4,68.0
1291,2018-07-15,27.0,29.8,24.4,12.5,88.0,27.22,1.8,4.0,50.0,0.0,82.8,70.0
1292,2018-07-16,27.0,29.5,24.5,12.5,88.0,26.87,2.0,5.1,20.0,0.0,84.1,70.0
1293,2018-07-17,27.3,30.1,24.8,10.1,71.6,25.86,1.7,3.8,20.0,0.0,80.8,66.0
