,평균기온,일사합,평균풍속,최저습도,강수량,연간지수,전력수요총합
451,14.6,17.83,2.5,63.0,0.0,1,15184.499999999998
452,13.9,20.31,2.0,36.0,0.0,1,15262.300000000003
453,11.0,17.31,4.7,43.0,0.0,1,15353.999999999996
454,8.4,20.01,6.5,33.0,0.0,1,15919.600000000002
455,10.5,23.52,4.6,28.0,0.0,1,16655.700000000004
456,10.6,23.31,3.0,33.0,0.0,1,16400.100000000002
457,10.5,25.23,2.5,21.0,0.0,1,16350.3
458,11.3,21.78,3.0,35.0,0.0,1,16476.6
459,14.5,22.29,4.0,33.0,0.0,1,15678.9
460,15.0,21.96,2.1,54.0,0.0,1,15117.900000000001
461,16.4,16.68,2.4,46.0,2.7,1,14425.600000000002
462,14.8,23.46,1.6,27.0,0.0,1,14946.3
463,15.0,9.22,5.2,35.0,6.0,1,15518.400000000001
464,10.4,2.6,4.0,73.0,6.7,1,16110.199999999997
465,11.6,5.09,2.4,68.0,0.0,1,16182.299999999997
466,12.7,25.72,2.2,36.0,0.0,1,15482.499999999998
467,13.7,18.6,2.0,40.0,0.0,1,15242.5
468,13.6,7.1,2.5,54.0,0.0,1,14778.400000000001
469,13.0,26.59,2.1,14.0,0.0,1,15363.199999999997
470,16.8,19.43,2.0,15.0,0.0,1,15166.6
471,15.8,21.44,2.9,59.0,0.0,1,14950.199999999999
472,16.7,26.02,2.2,55.0,0.0,1,14959.399999999998
473,16.8,23.78,3.1,62.0,0.0,1,14723.899999999996
474,17.1,24.33,3.1,63.0,0.0,1,13958.099999999999
475,18.5,20.37,1.7,44.0,0.0,1,13691.7
476,19.3,22.93,3.4,53.0,0.0,1,13910.199999999999
477,19.1,11.0,3.7,58.0,18.7,1,14454.499999999998
478,18.0,16.9,3.6,70.0,0.0,1,14086.100000000002
479,15.8,10.18,2.2,79.0,0.0,1,14228.8
480,12.2,4.87,4.3,63.0,0.3,1,15033.099999999999
481,14.0,24.84,3.8,48.0,0.0,1,14484.1
482,15.0,6.38,2.9,47.0,0.1,1,14286.8
483,16.1,9.29,3.7,76.0,10.5,1,14824.799999999997
484,15.6,8.12,2.3,79.0,1.4,1,14715.0
485,14.7,16.79,3.5,48.0,0.0,1,14010.699999999999
486,17.2,28.56,3.2,25.0,0.0,1,14442.100000000002
487,18.9,27.63,2.6,25.0,0.0,1,14507.5
488,19.2,21.84,1.4,31.0,0.0,1,14119.800000000001
489,19.0,25.95,2.0,33.0,0.0,1,13632.099999999999
490,15.9,27.36,3.2,37.0,0.0,1,13615.699999999999
491,15.6,28.73,2.6,28.0,0.0,1,14356.6
492,16.3,21.3,1.8,27.0,0.0,1,14405.899999999998
493,17.4,26.39,2.0,35.0,0.0,1,14196.2
494,17.6,27.21,1.8,33.0,0.0,1,14372.699999999999
495,18.5,27.2,2.1,19.0,0.0,1,13923.999999999998
496,18.7,24.62,2.0,35.0,0.0,1,13447.3
497,20.1,11.98,2.2,53.0,0.0,1,14183.300000000001
498,20.5,20.68,2.7,57.0,0.0,1,14026.499999999998
499,21.2,26.0,2.9,34.0,0.0,1,14146.9
500,23.2,22.71,2.4,40.0,0.0,1,14298.699999999999
501,21.2,10.52,3.6,45.0,12.0,1,14274.900000000001
502,20.6,15.26,5.6,74.0,19.6,1,13489.5
503,21.4,17.7,4.6,68.0,0.0,1,13281.8
504,17.3,13.99,4.0,42.0,0.8,1,13760.400000000001
505,19.2,29.86,3.5,23.0,0.0,1,13741.300000000001
506,23.4,27.16,4.1,15.0,0.0,1,13926.099999999999
507,26.2,27.78,4.7,10.0,0.0,1,14137.6
508,28.4,27.01,4.9,12.0,0.0,1,14433.199999999995
509,23.3,24.18,2.6,15.0,0.0,1,13752.500000000004
510,23.1,10.89,2.1,49.0,0.0,1,13334.500000000002
511,20.7,5.64,4.5,55.0,9.8,1,14339.599999999999
512,18.9,28.35,2.6,39.0,0.0,1,13457.4
513,22.3,28.39,2.8,23.0,0.0,1,13832.9
514,21.7,20.7,1.8,31.0,0.0,1,14092.2
515,17.9,10.06,2.9,41.0,0.6,1,13842.000000000002
516,19.0,24.75,2.0,59.0,0.0,1,13206.4
517,20.1,18.95,1.8,44.0,0.0,1,12983.099999999999
518,20.9,27.7,1.7,33.0,0.0,1,13838.900000000001
519,22.8,23.0,2.7,57.0,0.0,1,14380.999999999998
520,22.5,27.89,1.7,49.0,0.0,1,14372.2
521,23.6,18.06,3.2,68.0,13.3,1,14058.400000000001
522,19.6,3.65,6.1,78.0,0.0,1,14002.299999999997
523,19.9,13.1,2.7,72.0,0.2,1,13598.499999999998
524,20.2,25.81,3.1,51.0,0.0,1,12909.699999999999
525,20.2,23.55,3.2,53.0,0.0,1,13719.300000000001
526,20.2,22.84,2.7,57.0,0.0,1,13776.700000000004
527,19.9,27.86,2.1,62.0,0.0,1,13837.600000000002
528,21.9,24.66,2.6,48.0,0.0,1,13936.400000000001
529,19.4,4.73,2.9,79.0,43.5,1,14272.800000000003
530,20.1,20.54,3.7,72.0,0.3,1,13328.699999999997
531,20.6,20.35,3.5,66.0,0.0,1,12960.3
532,20.8,25.14,1.7,70.0,0.0,1,13764.199999999999
533,21.6,9.64,1.6,58.0,1.0,1,14199.399999999998
534,21.7,23.87,2.5,66.0,0.0,1,14087.9
535,22.0,20.45,1.5,70.0,0.0,1,14387.8
536,22.6,24.22,1.8,59.0,0.0,1,14443.000000000002
537,22.1,23.03,2.9,69.0,0.0,1,13923.3
538,21.1,17.93,2.8,61.0,0.0,1,13349.400000000001
539,21.6,27.54,2.2,63.0,0.0,1,14039.5
540,24.2,23.73,3.3,38.0,0.0,1,14183.5
541,22.1,7.57,2.3,56.0,85.1,1,14982.300000000003
542,23.1,18.03,2.9,80.0,0.0,1,15098.700000000003
543,23.5,27.39,1.8,67.0,0.0,1,14909.800000000001
544,25.2,6.14,3.5,73.0,2.0,1,15134.500000000004
545,23.4,12.39,2.5,70.0,0.4,1,14134.5
546,23.4,9.64,1.4,81.0,1.9,1,15092.3
547,23.3,13.26,1.8,68.0,0.0,1,14911.3
548,22.6,13.89,2.0,74.0,0.0,1,14842.099999999997
549,22.3,25.42,1.7,70.0,0.0,1,14818.200000000003
550,23.9,20.15,2.3,50.0,0.0,1,15093.900000000001
551,23.8,20.44,3.2,63.0,0.0,1,14345.400000000001
552,23.3,12.8,4.0,64.0,0.0,1,13806.2
553,21.8,4.3,3.1,79.0,3.7,1,14593.0
554,22.0,4.89,2.8,72.0,2.2,1,14728.799999999997
555,21.4,1.67,3.7,88.0,104.7,1,14899.000000000002
556,23.2,22.81,4.0,71.0,1.2,1,14826.3
557,23.3,21.03,2.2,75.0,0.4,1,15006.100000000002
558,21.6,7.32,2.2,85.0,13.4,1,14295.299999999997
559,24.2,24.84,1.8,72.0,0.0,1,13982.599999999999
560,24.2,19.87,2.1,74.0,0.0,1,15360.3
561,24.8,25.69,3.2,59.0,0.0,1,15376.2
562,25.0,14.51,2.9,65.0,6.8,1,15629.300000000003
563,24.2,5.3,2.5,89.0,21.3,1,15598.999999999998
564,24.1,2.16,3.8,95.0,187.7,1,15949.499999999998
565,25.7,7.86,5.4,71.0,43.8,1,15048.800000000001
566,27.3,23.59,3.9,66.0,0.0,1,14923.5
567,27.1,19.17,2.1,63.0,108.3,1,16745.2
568,27.6,26.49,2.3,68.0,0.0,1,17153.600000000002
569,27.9,24.84,2.3,66.0,0.0,1,17348.199999999997
570,27.9,20.8,2.2,73.0,0.0,1,17701.0
571,27.8,24.7,1.9,72.0,0.0,1,17976.100000000002
572,28.1,15.09,1.6,70.0,14.7,1,17432.600000000002
573,29.3,25.26,2.4,64.0,0.0,1,16936.5
574,28.7,24.0,2.1,60.0,0.0,1,18234.300000000003
575,30.4,27.79,2.4,48.0,0.0,1,19007.400000000005
576,29.5,26.81,2.3,63.0,0.0,1,19092.600000000002
577,29.2,25.05,2.0,69.0,0.0,1,19181.5
578,28.8,25.91,2.9,67.0,0.0,1,18989.899999999998
579,29.0,14.86,2.7,58.0,0.0,1,18144.500000000004
580,27.9,23.42,3.3,67.0,0.0,1,17625.3
581,27.8,22.75,2.4,64.0,0.0,1,18487.3
582,28.8,24.01,2.2,55.0,0.0,1,18684.399999999998
583,29.6,26.34,2.0,56.0,0.0,1,19309.2
584,31.1,20.42,3.0,51.0,0.0,1,19716.100000000002
585,30.1,16.6,3.4,56.0,0.0,1,19329.899999999998
586,29.5,8.14,4.7,64.0,0.0,1,18036.100000000002
587,28.7,5.55,5.7,72.0,25.0,1,17456.6
588,29.7,18.23,2.2,60.0,12.0,1,18780.399999999998
589,29.2,21.43,2.5,66.0,0.0,1,19117.4
590,28.6,22.32,2.4,69.0,1.2,1,19168.0
591,27.1,4.57,4.1,80.0,0.0,1,17672.2
592,27.7,24.02,4.4,64.0,4.5,1,17855.6
593,28.8,25.45,3.1,51.0,0.0,1,17132.9
594,27.2,17.66,2.0,52.0,0.0,1,16577.899999999998
595,26.3,17.54,1.9,65.0,0.0,1,17265.199999999997
596,27.1,14.92,3.4,72.0,0.1,1,17977.1
597,28.1,17.14,1.3,67.0,3.4,1,18348.300000000007
598,28.5,15.13,3.2,69.0,6.3,1,18553.800000000003
599,27.4,14.39,2.1,51.0,0.0,1,17622.4
600,27.0,18.08,2.1,42.0,0.0,1,16110.899999999998
601,25.5,8.01,2.1,52.0,0.1,1,15123.6
602,25.9,9.68,2.5,67.0,0.3,1,16601.900000000005
603,26.9,3.26,3.0,71.0,87.2,1,17370.7
604,24.8,3.4,2.0,72.0,33.3,1,16713.200000000004
605,23.3,4.0,2.4,73.0,68.9,1,15731.500000000004
606,25.5,24.09,2.6,53.0,0.0,1,15565.5
607,24.9,23.57,2.1,51.0,0.0,1,14831.299999999997
608,23.3,5.21,2.0,58.0,26.1,1,14440.9
609,24.1,9.02,2.4,80.0,25.7,1,15905.0
610,24.8,7.11,2.2,83.0,13.9,1,16279.500000000002
611,24.7,2.52,1.6,76.0,43.0,1,16015.999999999996
612,26.2,11.68,1.6,71.0,7.0,1,16401.2
613,26.8,3.95,4.2,78.0,68.8,1,16262.499999999998
614,27.6,21.93,6.5,63.0,34.3,1,14955.700000000004
615,24.5,6.02,2.0,85.0,19.0,1,14778.0
616,26.2,5.9,2.7,81.0,24.7,1,16425.699999999997
617,27.0,18.7,1.7,64.0,0.0,1,16586.7
618,26.0,17.45,1.8,76.0,5.0,1,16650.5
619,24.1,4.05,3.2,76.0,0.6,1,14765.7
620,24.0,16.62,3.0,65.0,0.0,1,12999.100000000002
621,24.3,22.5,2.1,56.0,0.0,1,13539.899999999998
622,24.6,19.98,1.9,75.0,0.0,1,14270.399999999998
623,24.6,17.86,1.9,71.0,0.0,1,15494.1
624,23.8,17.56,2.8,58.0,0.0,1,15029.4
625,23.3,20.29,2.4,55.0,0.0,1,14911.8
626,22.8,19.53,3.2,48.0,0.0,1,14584.699999999997
627,22.5,13.88,3.9,61.0,0.0,1,14539.5
628,20.5,1.49,5.3,77.0,156.0,1,13949.199999999999
629,20.4,0.81,9.2,71.0,126.2,1,13351.000000000002
630,21.0,14.43,2.5,59.0,0.0,1,13692.799999999997
631,20.4,20.83,2.0,46.0,0.0,1,13728.8
632,21.8,18.61,2.5,46.0,0.0,1,13952.2
633,23.8,16.34,3.6,66.0,1.0,1,14495.9
634,23.8,7.53,3.1,86.0,36.0,1,15220.099999999997
635,24.1,7.61,2.0,92.0,0.7,1,15111.900000000001
636,24.1,11.51,1.5,79.0,0.0,1,14809.8
637,23.6,8.87,1.2,78.0,22.6,1,15564.0
638,23.4,3.44,2.5,79.0,36.3,1,15242.800000000001
639,24.8,3.06,4.9,73.0,136.2,1,14665.400000000001
640,23.4,10.49,5.0,77.0,0.2,1,13948.400000000001
641,23.1,13.66,2.0,69.0,0.0,1,14618.800000000001
642,20.8,6.21,3.0,70.0,0.0,1,13668.3
643,20.8,14.23,2.7,64.0,1.0,1,13300.699999999999
644,21.8,3.78,3.3,66.0,0.0,1,14225.5
645,20.5,13.29,3.6,51.0,0.0,1,13629.800000000001
646,17.6,20.31,1.9,40.0,0.0,1,13028.000000000002
647,19.0,19.04,2.1,34.0,0.0,1,13814.100000000002
648,21.0,18.5,2.1,47.0,0.0,1,13695.499999999998
649,21.4,18.15,2.4,45.0,0.0,1,13156.199999999997
650,19.7,15.89,2.9,51.0,0.0,1,12757.5
651,19.3,12.23,2.9,60.0,0.0,1,13800.6
652,17.4,3.93,2.3,56.0,3.2,1,13834.699999999999
653,18.1,16.44,2.4,46.0,0.0,1,13670.2
654,19.3,11.96,3.1,52.0,0.0,1,13908.499999999998
655,19.1,1.16,3.3,65.0,8.3,1,14316.5
656,19.8,14.45,2.3,62.0,0.0,1,13182.599999999999
657,19.1,10.43,2.3,62.0,0.0,1,13103.999999999998
658,19.9,16.44,2.8,53.0,0.0,1,13613.100000000002
659,20.8,11.84,2.9,62.0,0.5,1,13826.1
660,20.3,6.01,3.1,70.0,0.6,1,14169.2
661,20.1,7.78,3.4,58.0,2.3,1,13951.5
662,20.1,14.43,2.5,52.0,0.0,1,13904.3
663,16.5,7.23,4.3,52.0,0.0,1,13517.099999999999
664,16.0,14.53,2.6,47.0,0.0,1,13001.099999999999
665,15.7,15.12,2.0,47.0,0.0,1,13832.6
666,17.9,11.97,3.1,42.0,0.0,1,13939.3
667,16.3,15.77,2.7,50.0,0.0,1,13865.899999999998
668,16.5,16.37,2.4,50.0,0.0,1,13954.099999999999
669,18.3,14.38,2.3,52.0,0.0,1,13983.6
670,18.6,10.96,2.5,56.0,0.0,1,13552.699999999999
671,17.5,4.92,1.7,58.0,0.0,1,13236.499999999998
672,17.3,12.94,2.3,56.0,0.0,1,13855.799999999997
673,17.3,13.67,2.1,56.0,0.0,1,13692.2
674,15.8,14.56,2.1,47.0,0.0,1,13730.599999999999
675,15.9,10.0,2.9,49.0,0.0,1,13932.9
676,13.8,11.84,3.1,50.0,0.0,1,13935.8
677,14.4,14.78,3.1,41.0,0.0,1,13604.1
678,15.5,8.7,3.2,51.0,2.9,1,13610.3
679,17.1,10.01,5.3,48.0,0.0,1,14285.699999999999
680,14.7,12.11,1.8,51.0,0.0,1,14076.400000000001
681,15.0,3.75,2.9,49.0,1.7,1,14520.7
682,11.2,12.4,4.1,40.0,0.0,1,14588.200000000003
683,12.1,13.97,2.0,38.0,0.0,1,14671.399999999998
684,16.0,12.04,2.3,47.0,0.0,1,13900.300000000001
685,20.1,10.21,2.4,53.0,0.0,1,13561.199999999999
686,13.7,2.34,5.5,55.0,6.1,1,14709.800000000001
687,10.6,4.51,5.3,47.0,0.0,1,15130.8
688,9.9,13.12,3.2,48.0,0.0,1,14909.500000000004
689,13.1,12.19,2.8,51.0,0.0,1,14975.2
690,17.1,11.36,2.9,57.0,0.0,1,14602.699999999995
691,18.1,12.56,2.9,58.0,0.0,1,13828.899999999998
692,17.3,4.69,2.7,69.0,4.7,1,13617.400000000001
693,10.1,3.68,3.6,54.0,0.0,1,15374.8
694,13.5,1.86,2.5,66.0,8.2,1,15546.3
695,11.1,0.98,4.6,57.0,3.8,1,16085.699999999999
696,10.8,7.37,3.9,50.0,0.0,1,15769.500000000002
697,9.7,13.02,2.8,38.0,0.0,1,15718.300000000003
698,12.5,11.0,2.1,38.0,0.1,1,14814.0
699,12.5,1.13,2.7,73.0,18.9,1,14813.300000000001
700,9.9,3.63,6.1,44.0,0.0,1,16070.299999999997
701,9.5,3.46,4.0,44.0,0.0,1,16566.8
702,11.3,7.47,3.6,42.0,0.0,1,16305.200000000003
703,8.7,6.41,4.4,43.0,0.0,1,16894.4
704,4.2,3.93,4.2,42.0,0.0,1,17899.6
705,7.5,6.84,3.8,41.0,0.0,1,16937.6
706,8.7,3.92,2.9,51.0,0.0,1,15685.200000000003
707,10.7,10.57,2.4,46.0,0.0,1,16420.599999999995
708,13.3,10.5,2.7,41.0,0.0,1,16010.800000000001
709,12.9,8.85,4.1,50.0,0.0,1,16024.500000000002
710,8.3,9.43,3.7,43.0,0.0,1,16644.8
711,8.6,10.43,1.7,51.0,0.0,1,16450.5
712,10.0,7.3,2.6,45.0,0.0,1,15761.900000000001
713,12.5,8.25,2.4,57.0,0.0,1,15031.100000000002
714,14.9,10.31,2.6,52.0,0.1,1,15248.299999999997
715,14.1,2.15,3.3,69.0,7.3,1,15623.4
716,8.8,4.33,4.0,59.0,0.0,1,16440.0
717,7.8,5.58,3.7,56.0,0.0,1,16927.0
718,8.4,4.98,2.9,46.0,0.0,1,17198.2
719,8.0,3.17,1.7,48.0,0.0,1,16788.600000000002
720,9.6,2.06,2.3,52.0,1.0,1,16264.999999999998
721,9.4,4.32,3.0,58.0,0.0,1,17133.899999999998
722,9.2,9.25,2.3,53.0,0.0,1,16834.4
723,11.4,4.61,2.2,60.0,0.1,1,15993.999999999998
724,9.9,0.81,4.2,60.0,9.4,1,17302.4
725,6.7,2.17,5.0,47.0,0.0,1,17955.9
726,7.7,10.06,2.0,47.0,0.0,1,16632.199999999997
727,11.8,1.29,2.9,65.0,11.4,1,16330.800000000001
728,11.5,3.08,3.9,61.0,0.0,1,16544.9
729,2.9,4.1,5.4,50.0,0.0,1,18302.100000000002
730,5.2,3.86,2.5,54.0,0.0,2,16503.1
731,8.1,2.17,1.9,62.0,0.0,2,17177.3
732,8.8,4.96,2.3,60.0,0.0,2,16698.9
733,7.9,10.1,2.2,55.0,0.0,2,16424.0
734,8.5,9.79,2.0,44.0,0.0,2,15813.299999999997
735,14.5,1.3,2.3,43.0,0.3,2,16258.100000000002
736,19.2,8.37,7.0,54.0,12.4,2,15599.6
737,8.1,2.03,7.2,58.0,1.4,2,17663.799999999996
738,7.3,3.75,3.1,60.0,0.0,2,17967.3
739,8.0,11.44,1.9,45.0,0.0,2,17265.899999999998
740,8.0,4.78,3.2,52.0,0.0,2,17219.0
741,7.5,3.32,5.3,48.0,0.0,2,17015.3
742,7.1,5.47,4.0,48.0,0.0,2,18074.5
743,4.8,1.52,2.4,59.0,4.6,2,19718.200000000004
744,5.6,3.5,3.5,51.0,0.0,2,19047.1
745,6.3,6.69,1.9,42.0,0.0,2,18629.4
746,6.9,10.62,3.1,39.0,0.0,2,18112.5
747,7.0,6.7,4.0,52.0,0.0,2,17815.099999999995
748,8.6,1.88,4.0,48.0,0.0,2,17585.3
749,8.4,8.71,4.6,39.0,0.0,2,18099.500000000004
750,7.4,13.61,2.7,46.0,0.0,2,17752.9
751,11.4,1.78,1.0,55.0,25.8,2,17762.9
752,11.2,4.34,2.3,76.0,0.7,2,16561.999999999996
753,11.3,7.88,2.5,50.0,0.0,2,15364.7
754,11.9,1.57,3.2,64.0,1.0,2,14506.699999999995
755,11.6,3.51,4.0,56.0,10.1,2,15279.9
756,9.8,1.44,6.6,74.0,60.3,2,16268.599999999999
757,9.9,3.96,3.3,63.0,0.0,2,16998.9
758,9.6,6.41,4.2,60.0,0.0,2,17180.499999999996
759,8.3,4.23,5.3,51.0,0.1,2,17749.6
760,7.2,3.41,3.9,49.0,0.0,2,17992.1
761,8.2,9.43,2.6,51.0,0.0,2,16906.3
762,7.7,12.06,2.5,51.0,0.0,2,16375.999999999998
763,6.9,4.89,3.0,50.0,0.0,2,17894.1
764,5.6,15.17,1.7,49.0,0.0,2,17687.000000000004
765,3.4,8.35,3.9,51.0,0.7,2,18228.399999999998
766,3.3,12.62,2.4,38.0,0.0,2,18568.6
767,6.4,9.63,2.4,43.0,0.0,2,17581.600000000002
768,6.9,3.23,5.1,51.0,0.0,2,17554.3
769,6.6,5.11,4.2,46.0,0.0,2,16938.399999999998
770,10.6,12.39,3.5,53.0,0.0,2,17296.2
771,11.2,7.92,1.7,39.0,0.0,2,16948.0
772,13.3,5.5,3.5,73.0,1.1,2,16353.400000000001
773,12.3,12.37,2.1,63.0,0.0,2,15920.900000000001
774,13.6,16.04,1.7,52.0,0.0,2,15367.200000000003
775,16.2,11.47,2.7,47.0,0.8,2,14613.5
776,5.4,2.7,7.2,51.0,7.0,2,16447.100000000002
777,2.6,4.61,8.9,49.0,2.0,2,19474.400000000005
778,4.9,11.29,5.0,45.0,0.1,2,18725.100000000002
779,6.6,15.29,1.8,40.0,0.0,2,17895.500000000004
780,10.0,17.29,2.3,47.0,0.0,2,17032.5
781,12.4,11.39,2.4,38.0,0.0,2,16792.7
782,10.8,14.07,5.1,41.0,0.0,2,15878.199999999999
783,7.8,18.7,2.6,48.0,0.0,2,15918.000000000002
784,11.5,14.76,1.8,37.0,0.0,2,16298.199999999999
785,16.6,9.47,5.1,58.0,0.1,2,15586.7
786,11.4,3.7,2.6,70.0,0.1,2,15967.499999999998
787,10.0,10.56,2.7,56.0,0.0,2,16271.3
788,10.4,2.08,3.3,58.0,3.7,2,17244.600000000002
789,11.6,1.81,2.3,90.0,14.2,2,16212.500000000002
790,11.2,1.31,2.9,71.0,4.2,2,15463.599999999999
791,8.0,18.16,3.3,49.0,0.0,2,16316.399999999998
792,10.7,7.49,1.7,54.0,0.0,2,16393.9
793,8.0,13.9,4.9,44.0,0.0,2,16402.0
794,6.1,18.57,3.8,44.0,0.0,2,16957.7
795,7.4,18.62,1.7,52.0,0.0,2,16531.1
796,10.3,2.1,2.3,64.0,8.1,2,16332.999999999998
797,12.0,20.69,2.9,56.0,0.0,2,14892.300000000003
798,13.1,2.55,2.7,59.0,25.3,2,16294.900000000001
799,9.6,1.38,6.2,52.0,21.5,2,16853.300000000003
800,8.4,21.98,4.7,38.0,0.0,2,16758.100000000002
801,9.4,21.34,2.0,40.0,0.0,2,16530.5
802,11.2,13.45,2.7,34.0,0.0,2,15954.699999999999
803,8.4,18.2,4.8,32.0,0.0,2,16088.9
804,11.1,21.49,6.5,29.0,0.0,2,15240.1
805,7.3,20.51,3.7,41.0,0.0,2,16624.799999999996
806,13.0,21.54,3.6,22.0,0.0,2,16091.500000000002
807,14.0,19.36,1.8,51.0,0.0,2,15506.600000000002
808,13.9,16.67,4.7,23.0,0.0,2,15611.9
809,12.0,22.86,2.9,17.0,0.0,2,15815.199999999999
810,17.4,19.83,2.2,30.0,0.0,2,14443.100000000002
811,14.4,10.22,2.3,45.0,1.0,2,13761.300000000001
812,12.7,22.76,2.8,31.0,0.0,2,15011.999999999996
813,12.6,23.21,2.7,46.0,0.0,2,15170.700000000003
814,16.3,21.87,2.5,35.0,0.0,2,14638.199999999999
815,17.9,3.09,1.9,63.0,17.0,2,15080.900000000001
816,12.0,2.68,3.8,62.0,0.0,2,14921.300000000001
817,9.0,4.19,2.3,45.0,3.9,2,16292.900000000001
818,11.2,14.73,2.5,46.0,0.0,2,14874.099999999999
819,13.5,15.65,2.3,51.0,0.0,2,15070.999999999998
820,13.9,23.3,2.7,46.0,0.6,2,14758.899999999998
821,11.6,19.03,3.7,43.0,3.4,2,15331.4
822,11.8,21.91,2.1,45.0,0.0,2,15173.300000000003
823,12.8,21.36,2.1,34.0,0.0,2,14904.299999999997
824,11.6,23.8,3.6,35.0,0.0,2,14745.7
825,9.7,25.57,3.2,34.0,0.0,2,14770.800000000001
826,10.7,22.81,2.4,36.0,0.0,2,15482.7
827,13.4,23.91,2.8,16.0,0.0,2,14986.899999999996
828,12.9,21.65,2.4,20.0,0.0,2,15023.0
829,12.1,23.12,2.2,30.0,0.0,2,15082.199999999997
830,12.9,22.15,1.9,44.0,0.0,2,14898.6
831,12.3,6.86,3.6,61.0,23.9,2,15298.6
832,9.8,2.18,4.5,67.0,25.4,2,15442.9
833,11.6,25.58,4.5,40.0,0.0,2,15641.600000000004
834,13.2,24.21,2.1,28.0,0.0,2,15183.800000000001
835,13.4,17.52,1.8,37.0,0.0,2,14620.4
836,15.9,24.49,3.0,42.0,0.0,2,14735.0
837,16.0,5.65,3.4,50.0,9.7,2,15315.0
838,12.9,22.06,3.2,56.0,0.0,2,14189.399999999998
839,13.3,2.55,4.5,63.0,19.5,2,15155.0
840,13.8,19.2,4.1,53.0,0.4,2,14597.9
841,12.8,22.96,3.9,19.0,0.0,2,14776.299999999997
842,11.1,26.79,5.7,33.0,0.0,2,15320.3
843,11.1,21.99,5.1,36.0,0.0,2,15614.9
844,13.1,27.46,3.8,23.0,0.0,2,15397.100000000002
845,18.3,26.24,6.1,17.0,0.0,2,14301.699999999999
846,14.2,25.33,2.3,24.0,0.0,2,13719.2
847,14.3,25.57,2.6,28.0,0.0,2,14406.299999999997
848,15.2,26.86,2.7,17.0,0.0,2,14974.699999999997
849,15.9,26.97,2.2,19.0,0.0,2,14853.2
850,19.0,25.83,2.4,38.0,0.0,2,13875.5
851,20.5,24.01,2.1,54.0,0.0,2,13466.500000000002
852,19.2,7.08,1.1,64.0,3.2,2,13505.699999999999
853,19.2,10.92,1.9,73.0,0.9,2,13194.599999999997
854,18.5,18.43,2.2,65.0,0.0,2,13570.200000000003
855,17.6,18.85,2.9,61.0,0.0,2,13138.399999999998
856,19.5,25.92,3.2,43.0,0.0,2,13366.699999999999
857,17.8,27.87,4.2,36.0,0.0,2,13471.7
858,20.9,23.83,3.3,47.0,0.2,2,13496.6
859,21.3,13.69,5.2,51.0,3.4,2,13307.199999999997
860,16.0,6.71,3.9,71.0,0.0,2,13090.400000000003
861,17.3,28.01,2.7,54.0,0.0,2,13538.8
862,18.5,27.61,5.0,25.0,0.0,2,13422.099999999999
863,17.0,29.3,2.1,32.0,0.0,2,13604.400000000001
864,20.2,22.32,1.5,25.0,0.0,2,13565.699999999997
865,22.1,11.26,3.3,59.0,2.9,2,13994.3
866,16.6,8.35,1.8,85.0,5.3,2,13222.499999999998
867,17.0,20.25,2.0,67.0,0.0,2,12575.300000000001
868,19.2,16.26,2.6,54.0,0.4,2,13650.700000000003
869,17.2,27.3,5.8,45.0,0.0,2,13469.599999999999
870,16.6,28.86,3.0,59.0,0.0,2,13395.2
871,18.8,27.53,3.1,49.0,0.0,2,13533.3
872,19.1,26.41,4.1,51.0,0.0,2,13442.1
873,19.6,24.83,2.8,55.0,0.0,2,13072.7
874,20.4,25.13,2.3,60.0,0.0,2,12974.0
875,17.7,11.34,2.0,60.0,0.0,2,13619.699999999999
876,18.4,11.88,2.6,58.0,0.0,2,13717.300000000001
877,18.2,23.46,2.8,56.0,0.0,2,13480.199999999999
878,19.7,21.4,3.0,28.0,0.0,2,13608.199999999999
879,18.5,21.98,2.2,64.0,0.0,2,13559.700000000003
880,20.0,7.77,2.3,55.0,0.6,2,13282.2
881,19.7,16.42,3.5,70.0,3.7,2,12957.6
882,18.7,13.53,1.9,58.0,0.4,2,13467.6
883,18.6,28.38,2.0,42.0,0.0,2,13349.3
884,20.5,5.58,1.0,66.0,0.0,2,14018.300000000001
885,21.2,20.49,1.4,66.0,0.0,2,13908.5
886,19.9,17.24,1.4,74.0,0.0,2,14090.099999999999
887,21.2,21.63,3.1,64.0,0.0,2,13454.999999999998
888,21.3,26.83,2.9,46.0,0.0,2,13040.700000000003
889,23.4,28.91,3.0,42.0,0.0,2,14088.699999999997
890,26.7,28.4,3.6,52.0,0.0,2,14732.199999999999
891,24.7,14.34,1.7,54.0,0.4,2,15022.2
892,24.5,20.12,3.2,69.0,0.0,2,14992.8
893,22.7,9.46,2.2,84.0,1.1,2,15002.400000000001
894,25.6,7.18,3.1,72.0,24.3,2,15153.199999999999
895,24.2,5.74,4.5,73.0,26.0,2,14634.399999999998
896,22.2,19.77,2.3,68.0,0.0,2,14607.9
897,23.3,25.88,2.5,64.0,0.0,2,14463.7
898,20.9,6.49,1.8,68.0,30.9,2,14594.499999999998
899,19.5,3.72,4.2,87.0,49.3,2,14601.899999999998
900,19.9,13.7,2.1,76.0,11.4,2,14142.099999999999
901,21.9,25.41,3.0,70.0,0.0,2,13599.499999999998
902,21.8,24.82,4.0,68.0,0.0,2,13073.600000000002
903,22.7,28.6,3.0,59.0,0.0,2,14272.5
