,평균기온,일사합,평균풍속,최저습도,강수량,연간지수,전력수요총합
1789,15.1,11.88,2.3,26.0,0.0,4,15722.199999999997
1790,14.6,7.95,3.0,43.0,0.0,4,15054.799999999997
1791,14.3,9.7,2.4,44.0,0.0,4,14800.1
1792,21.9,8.95,3.3,41.0,19.4,4,15585.000000000002
1793,14.1,0.99,4.8,51.0,18.6,4,16428.7
1794,5.7,1.04,6.4,57.0,0.0,4,18255.7
1795,5.5,3.68,3.9,55.0,0.0,4,18187.100000000002
1796,7.1,7.33,2.7,50.0,0.1,4,17587.8
1797,10.4,1.64,2.0,72.0,1.3,4,17309.9
1798,8.1,5.57,4.3,50.0,0.3,4,16679.199999999997
1799,5.8,5.33,5.2,50.0,0.0,4,18654.7
1800,8.6,7.77,4.4,43.0,0.0,4,18287.700000000004
1801,10.2,8.55,3.4,44.0,0.0,4,17654.800000000003
1802,9.0,6.03,2.0,49.0,0.0,4,18167.0
1803,11.2,4.25,2.0,28.0,0.0,4,18065.2
1804,11.1,5.83,2.5,48.0,0.0,4,16782.6
1805,9.1,6.46,5.1,51.0,0.0,4,16710.199999999997
1806,8.4,1.64,3.4,51.0,0.0,4,18708.9
1807,9.6,5.68,6.4,46.0,0.0,4,18235.0
1808,4.2,4.05,5.9,46.0,2.1,4,19822.3
1809,7.0,8.88,2.6,47.0,0.0,4,19209.1
1810,5.7,1.02,4.3,48.0,0.0,4,19664.400000000005
1811,3.4,2.54,7.0,56.0,1.2,4,19644.1
1812,2.5,3.71,9.0,52.0,1.0,4,19817.399999999998
1813,6.3,3.8,4.2,46.0,0.3,4,20196.2
1814,8.3,9.85,2.7,53.0,0.0,4,18865.399999999998
1815,9.3,0.97,4.1,50.0,17.7,4,19387.300000000003
1816,3.4,0.32,8.2,48.0,4.5,4,21249.2
1817,1.7,2.41,9.8,54.0,3.5,4,21574.000000000004
1818,3.5,0.31,6.6,61.0,3.3,4,20248.8
1819,5.7,2.8,4.4,60.0,0.0,4,18790.600000000002
1820,6.8,3.33,3.7,61.0,0.0,4,20270.499999999996
1821,6.5,3.75,3.5,57.0,0.0,4,19878.5
1822,6.8,3.62,3.8,51.0,0.0,4,20207.2
1823,6.0,3.09,4.0,53.0,0.0,4,20502.0
1824,7.0,4.04,3.7,48.0,0.0,4,20097.500000000004
1825,7.0,8.77,4.0,47.0,0.0,4,18566.6
1826,8.1,5.02,3.8,45.4,0.0,5,17913.1
1827,5.2,6.42,4.3,46.5,0.0,5,19497.800000000003
1828,6.2,5.7,4.6,49.1,0.0,5,19994.5
1829,6.2,10.91,2.7,47.3,0.0,5,19494.4
1830,8.0,8.02,2.6,46.0,0.0,5,19502.3
1831,9.2,5.01,2.8,57.0,1.7,5,19611.499999999996
1832,8.5,9.91,6.1,42.0,0.0,5,18213.0
1833,8.6,11.01,2.1,36.0,0.0,5,17721.8
1834,9.9,5.91,3.5,52.0,0.0,5,18724.899999999998
1835,8.8,11.49,2.7,45.0,0.0,5,18680.100000000002
1836,10.9,11.42,2.2,47.0,0.0,5,18208.1
1837,13.1,3.57,2.1,36.0,2.5,5,18415.800000000003
1838,17.3,1.5,4.1,69.0,17.7,5,17250.7
1839,10.9,0.61,3.1,88.0,2.2,5,16793.800000000003
1840,5.8,0.72,5.2,66.0,3.6,5,19042.7
1841,3.4,2.08,5.4,61.0,0.0,5,20906.0
1842,4.3,1.26,4.2,56.0,0.0,5,21499.599999999995
1843,6.1,3.16,3.7,49.0,0.0,5,20676.400000000005
1844,7.1,4.5,3.6,51.0,0.0,5,20339.6
1845,6.2,6.02,5.2,49.0,0.0,5,20111.2
1846,2.8,3.1,2.9,61.0,0.0,5,19861.200000000008
1847,7.0,1.3,2.7,54.0,5.8,5,18525.199999999997
1848,7.8,8.39,4.7,45.0,0.1,5,17269.400000000005
1849,-1.3,2.78,9.4,50.0,2.3,5,21469.800000000007
1850,-0.7,8.1,3.9,55.0,0.1,5,21614.600000000002
1851,5.8,6.61,2.6,47.0,0.5,5,20563.000000000004
1852,2.3,2.44,7.3,64.0,4.8,5,22437.4
1853,2.4,4.17,6.0,49.0,0.8,5,21340.800000000003
1854,6.7,3.19,5.5,43.0,0.0,5,20141.4
1855,6.2,13.82,4.0,35.0,0.0,5,19968.300000000003
1856,7.2,14.29,2.5,32.0,0.0,5,19597.000000000004
1857,8.8,10.66,3.5,47.0,0.0,5,18585.2
1858,5.0,13.42,3.7,37.0,0.0,5,19525.0
1859,4.8,6.37,3.4,51.0,0.0,5,19807.7
1860,5.8,13.61,3.1,47.0,0.0,5,18764.2
1861,5.9,14.37,2.2,35.0,0.0,5,18219.1
1862,8.2,2.27,2.2,50.0,5.3,5,20306.899999999998
1863,10.1,12.28,2.3,48.0,0.0,5,18407.699999999997
1864,8.6,14.65,2.6,35.0,0.0,5,18333.0
1865,9.6,4.56,2.8,50.0,11.8,5,19259.999999999996
1866,8.4,5.99,3.7,70.0,16.9,5,18662.6
1867,9.2,4.94,2.3,60.0,0.0,5,18575.4
1868,10.9,3.18,3.6,59.0,28.1,5,18031.4
1869,9.0,3.79,3.8,67.0,8.3,5,19303.7
1870,6.4,13.68,3.9,49.0,0.0,5,18789.600000000002
1871,5.4,1.32,2.2,66.0,6.6,5,20090.0
1872,7.0,0.6,1.9,79.0,0.9,5,19816.5
1873,9.6,5.54,2.0,68.0,0.0,5,19733.100000000002
1874,13.5,3.06,2.2,73.0,2.3,5,17356.4
1875,8.0,4.48,5.4,62.0,3.9,5,17621.6
1876,5.9,14.89,5.0,44.0,0.0,5,19236.5
1877,3.5,16.65,4.5,40.0,0.0,5,19989.499999999996
1878,7.3,8.14,2.0,61.0,0.5,5,19678.899999999994
1879,7.3,4.78,2.7,63.0,3.0,5,19052.1
1880,8.5,13.07,3.9,45.0,2.0,5,18586.200000000004
1881,4.8,9.57,4.9,46.0,0.0,5,18885.4
1882,5.9,20.06,2.9,34.0,0.0,5,18013.6
1883,7.8,20.46,1.7,42.0,0.0,5,18590.2
1884,11.4,20.28,2.3,48.0,0.0,5,17548.0
1885,10.9,4.07,3.8,42.0,4.0,5,17640.5
1886,6.7,20.2,5.0,37.0,0.0,5,18656.799999999996
1887,7.6,17.37,1.7,39.0,0.0,5,18534.100000000002
1888,9.7,17.25,2.2,42.0,0.0,5,17142.8
1889,11.0,17.75,2.8,45.0,0.0,5,16907.799999999996
1890,12.3,19.66,2.8,40.0,0.0,5,17292.8
1891,14.6,17.95,2.6,26.0,0.0,5,16757.2
1892,14.8,16.16,2.5,38.0,0.0,5,16475.200000000004
1893,14.5,15.4,2.8,54.0,0.0,5,16062.6
1894,13.2,18.39,1.1,69.0,0.0,5,16270.800000000001
1895,14.1,16.7,1.2,39.0,0.0,5,15528.000000000002
1896,11.1,3.31,4.5,49.0,9.6,5,16659.300000000003
1897,6.7,22.64,3.8,35.0,0.0,5,17693.5
1898,10.7,23.09,2.4,40.0,0.0,5,17177.1
1899,15.0,20.64,2.3,49.0,0.0,5,16229.699999999999
1900,11.0,20.56,2.8,31.0,0.0,5,16358.7
1901,11.5,3.36,2.7,66.0,19.2,5,18094.5
1902,11.3,22.6,3.9,39.0,0.0,5,15840.599999999997
1903,10.2,19.44,1.5,57.0,0.0,5,15890.699999999999
1904,12.5,8.92,1.3,53.0,0.0,5,17230.600000000006
1905,15.1,2.54,2.8,62.0,1.4,5,16891.0
1906,17.8,9.1,2.9,73.0,0.0,5,16574.100000000002
1907,13.9,2.98,2.9,73.0,6.3,5,16170.7
1908,11.5,2.86,2.3,67.0,8.3,5,17302.4
1909,12.9,3.13,2.8,74.0,0.6,5,16783.5
1910,11.9,19.2,3.5,39.0,0.2,5,15565.599999999997
1911,10.7,24.49,3.0,35.0,0.0,5,16639.7
1912,12.3,21.96,2.2,32.0,0.0,5,16719.499999999996
1913,13.4,22.69,2.2,47.0,0.0,5,16307.699999999999
1914,14.6,15.51,3.1,38.0,0.0,5,16760.5
1915,16.5,22.58,1.9,43.0,0.0,5,15706.0
1916,16.4,19.68,3.5,42.0,0.0,5,15287.300000000001
1917,16.4,23.81,4.2,38.0,0.0,5,14713.399999999998
1918,16.1,22.48,4.7,51.0,0.0,5,15317.099999999999
1919,18.3,3.16,4.6,52.0,1.6,5,16060.000000000002
1920,16.2,1.92,5.1,59.0,8.4,5,16955.0
1921,11.8,4.23,3.9,71.0,6.8,5,17042.600000000002
1922,11.3,14.13,4.3,61.0,0.6,5,16463.899999999998
1923,11.5,25.66,4.5,30.0,0.0,5,16061.800000000003
1924,13.2,25.54,2.9,28.0,0.0,5,15735.699999999999
1925,14.1,22.66,2.7,49.0,0.0,5,15946.699999999997
1926,18.9,22.59,5.0,47.0,0.0,5,15676.299999999997
1927,14.5,25.07,2.5,14.0,0.0,5,15574.2
1928,15.3,23.87,2.2,23.0,0.0,5,15915.5
1929,15.5,1.48,3.0,64.0,19.8,5,17073.5
1930,14.7,11.61,3.4,72.0,5.8,5,15468.700000000004
1931,14.0,21.83,4.8,58.0,0.0,5,15113.699999999997
1932,15.9,24.53,2.4,37.0,0.0,5,15528.2
1933,23.3,23.78,6.9,23.0,0.0,5,15411.999999999996
1934,19.1,12.53,2.1,77.0,0.0,5,15543.4
1935,18.5,24.04,2.1,68.0,0.0,5,15085.2
1936,16.6,19.04,3.1,39.0,0.0,5,14988.699999999999
1937,15.9,23.0,4.7,41.0,0.0,5,14508.7
1938,15.3,14.81,4.9,55.0,0.0,5,14667.700000000003
1939,14.0,3.44,3.2,65.0,4.1,5,16716.1
1940,12.5,1.08,2.8,69.0,8.9,5,17290.1
1941,12.9,25.81,3.7,44.0,0.0,5,15928.999999999998
1942,12.9,27.58,2.6,56.0,0.0,5,16005.5
1943,18.1,15.13,1.9,43.0,0.0,5,15801.9
1944,16.1,2.34,2.8,69.0,6.1,5,15822.2
1945,15.7,28.08,3.5,37.0,0.0,5,14541.7
1946,17.4,27.82,3.1,28.0,0.0,5,14643.099999999997
1947,18.4,26.59,2.4,32.0,0.0,5,15189.4
1948,17.4,2.91,1.7,44.0,50.7,5,16340.600000000004
1949,18.6,0.54,3.1,83.0,74.0,5,16880.8
1950,23.4,2.31,4.3,66.0,23.6,5,15731.599999999997
1951,18.3,17.01,4.0,71.0,0.1,5,14624.199999999997
1952,14.0,0.69,3.8,85.0,18.6,5,15765.599999999999
1953,14.8,23.82,2.7,34.0,0.0,5,15140.9
1954,16.7,28.43,2.6,33.0,0.0,5,15028.9
1955,19.0,27.52,2.6,36.0,0.0,5,14813.8
1956,18.2,23.39,3.0,40.0,0.0,5,14914.1
1957,17.5,9.04,2.0,60.0,3.4,5,15512.8
1958,15.7,8.83,2.5,80.0,6.6,5,15112.5
1959,17.2,22.09,1.9,59.0,0.0,5,14203.499999999998
1960,18.7,12.45,1.6,47.0,4.8,5,15253.0
1961,20.7,28.03,2.0,48.0,0.0,5,14828.499999999998
1962,21.0,22.59,1.8,49.0,0.0,5,15155.899999999998
1963,18.6,6.76,4.5,55.0,27.4,5,15733.199999999999
1964,19.0,16.54,2.4,59.0,10.4,5,15127.199999999999
1965,19.3,24.73,2.8,63.0,0.0,5,14286.000000000002
1966,17.7,18.64,3.2,71.0,0.0,5,13909.700000000003
1967,17.1,7.41,2.3,40.0,0.3,5,15326.999999999998
1968,18.7,27.91,2.4,44.0,0.0,5,14713.399999999996
1969,18.2,13.91,2.0,49.0,0.0,5,15302.699999999997
1970,21.4,26.49,2.4,34.0,0.0,5,14607.800000000001
1971,22.1,21.96,1.9,61.0,0.0,5,15109.500000000002
1972,23.4,10.05,2.3,58.0,0.0,5,14823.599999999999
1973,24.2,23.79,2.2,72.0,0.0,5,14898.900000000001
1974,24.3,15.85,2.5,66.0,6.4,5,15487.600000000002
1975,21.0,4.81,2.7,90.0,32.8,5,16298.8
1976,20.5,20.27,4.2,67.0,10.2,5,15412.699999999999
1977,20.7,10.37,2.4,75.0,16.4,5,16243.699999999999
1979,21.3,29.05,2.9,45.0,0.0,5,14312.2
1980,23.1,20.39,2.3,29.0,0.0,5,14242.3
1981,20.1,4.92,2.1,39.0,1.3,5,15477.800000000001
1982,18.5,10.54,2.8,77.0,22.8,5,14830.400000000003
1984,21.2,17.48,2.1,68.0,0.2,5,15598.799999999997
1985,22.3,25.64,2.4,68.0,0.0,5,15411.5
1986,23.8,26.26,2.8,57.0,0.0,5,14937.799999999997
1987,21.9,18.74,2.4,75.0,0.0,5,14909.400000000001
1988,22.2,19.45,2.2,78.0,0.0,5,16068.400000000001
1989,21.5,11.58,2.0,69.0,0.0,5,15926.5
1990,22.7,5.91,2.2,47.0,0.0,5,15762.499999999998
1991,22.3,27.35,2.4,56.0,0.0,5,15712.200000000003
1992,22.3,24.77,2.1,45.0,0.0,5,15748.9
1993,23.0,26.25,2.5,55.0,0.0,5,15216.0
1994,23.4,12.37,2.0,45.0,0.0,5,15211.2
1995,24.4,25.38,3.4,45.0,0.0,5,16013.300000000001
1996,24.8,10.75,3.4,60.0,3.9,5,17031.899999999998
1997,22.3,4.6,4.2,82.0,0.2,5,16603.9
1998,23.3,23.24,3.9,49.0,0.0,5,15899.699999999999
1999,23.5,26.94,2.4,51.0,0.0,5,15995.399999999998
2000,25.3,19.71,3.2,48.0,0.0,5,15722.299999999997
2001,23.0,2.42,2.7,74.0,80.9,5,15791.1
2002,28.5,15.89,5.2,62.0,0.0,5,17675.7
2003,27.3,8.93,4.9,66.0,13.1,5,18184.9
2004,28.6,25.08,6.0,64.0,0.0,5,18415.2
2005,28.1,18.06,5.5,62.0,0.9,5,18790.100000000002
2006,25.8,1.5,4.2,72.0,68.8,5,18562.699999999997
2007,25.4,13.96,2.4,65.0,0.8,5,17270.599999999995
2008,26.0,20.62,2.0,73.0,5.6,5,17157.8
2009,25.1,4.01,1.8,85.0,40.5,5,18626.100000000002
2010,27.1,14.48,1.5,62.0,0.0,5,18744.999999999996
2011,26.6,21.15,4.2,60.0,34.5,5,18252.1
2012,24.9,27.59,2.3,63.0,0.0,5,17745.800000000003
2013,27.1,9.38,2.4,60.0,0.7,5,19124.1
2015,29.5,11.31,3.3,55.0,15.2,5,18096.4
2016,29.1,23.95,3.8,39.0,0.0,5,19389.2
2017,30.2,25.59,4.8,50.0,0.0,5,19750.6
2018,30.2,27.61,5.5,50.0,0.0,5,20226.699999999997
2019,29.7,12.01,4.4,53.0,0.0,5,20251.8
2020,30.4,18.06,7.9,53.0,0.0,5,20124.999999999993
2021,30.8,22.59,6.2,56.0,0.4,5,19604.699999999997
2022,28.2,16.32,2.2,63.0,11.8,5,19014.100000000002
2023,27.8,11.24,1.8,67.0,20.2,5,20040.400000000005
2024,27.5,10.32,3.0,68.0,38.2,5,19838.5
2025,25.4,10.61,3.1,75.0,0.3,5,18835.1
2026,26.0,8.76,1.8,78.0,0.0,5,19025.0
2027,27.6,11.31,1.9,58.0,0.0,5,18937.400000000005
2028,26.7,5.75,1.7,62.0,52.0,5,18397.100000000006
2029,29.3,10.76,2.8,56.0,0.0,5,18521.100000000002
2030,27.6,7.03,2.2,65.0,3.1,5,19330.6
2031,27.4,9.41,1.4,65.0,0.1,5,19154.500000000004
2032,29.3,24.77,2.0,59.0,3.0,5,20055.6
2033,30.0,24.72,2.8,50.0,0.0,5,20583.6
2034,28.9,12.4,2.6,60.0,3.3,5,20507.500000000004
2035,30.5,21.34,3.4,40.0,0.0,5,19623.0
2036,30.0,22.26,2.5,50.0,0.0,5,19191.500000000004
2037,29.7,23.7,3.1,55.0,0.0,5,20608.000000000004
2038,29.0,24.97,3.7,73.0,0.0,5,21117.8
2039,30.2,24.57,3.7,52.0,0.0,5,21535.099999999995
2040,31.0,27.3,3.3,51.0,0.0,5,21979.200000000004
2041,30.7,24.58,3.4,55.0,0.0,5,22081.3
2042,30.2,26.2,3.2,52.0,0.4,5,21065.1
2043,30.0,20.62,2.8,64.0,0.0,5,20606.699999999993
2044,30.5,23.01,3.2,59.0,0.0,5,22020.0
2045,29.7,15.02,3.9,63.0,0.0,5,21763.6
2046,27.3,2.32,7.1,74.0,1.3,5,20663.300000000003
2047,27.8,17.2,6.0,58.0,0.9,5,19225.999999999996
2048,29.6,24.36,4.0,43.0,0.4,5,20014.399999999998
2049,29.7,22.69,2.7,52.0,0.0,5,19580.8
2050,29.2,21.9,3.0,58.0,0.0,5,19196.199999999997
2051,28.9,24.67,3.4,55.0,0.0,5,20309.8
2052,29.4,24.32,2.8,61.0,0.0,5,19558.5
2053,29.6,21.85,2.6,53.0,0.0,5,20659.699999999997
2054,28.3,16.2,2.4,61.0,0.9,5,20619.200000000004
2055,28.3,22.61,3.0,64.0,34.7,5,20496.0
2056,29.0,23.21,2.0,64.0,0.1,5,19988.3
2057,29.6,22.09,2.5,64.0,0.0,5,19490.2
2058,30.2,23.02,2.3,58.0,0.0,5,21225.9
2059,29.5,17.25,2.1,56.0,7.5,5,21070.5
2060,26.8,1.5,1.8,74.0,58.2,5,20461.300000000003
2061,27.0,9.54,2.9,67.0,18.5,5,19728.499999999996
2062,28.0,25.62,2.6,51.0,0.0,5,19167.8
2063,27.2,24.68,2.6,58.0,0.0,5,17951.2
2064,28.5,23.38,3.1,57.0,0.0,5,18214.1
2065,29.6,19.67,2.9,47.0,4.1,5,20366.600000000002
2066,28.0,13.64,1.9,59.0,6.3,5,20426.4
2067,23.9,1.38,2.3,78.0,47.7,5,19264.500000000004
2068,24.6,20.45,2.2,60.0,1.5,5,18135.6
2069,25.0,7.83,2.1,75.0,2.4,5,18743.8
2070,27.4,19.31,2.2,53.0,0.1,5,18167.300000000003
2071,28.2,22.36,2.5,48.0,0.0,5,18311.699999999997
2072,26.7,21.68,3.2,67.0,0.0,5,19527.7
2073,26.9,20.2,2.6,49.0,0.8,5,19122.600000000002
2074,26.9,23.67,2.6,52.0,0.0,5,19031.2
2075,25.8,23.59,2.9,52.0,0.3,5,18460.899999999998
2076,25.1,23.35,2.8,51.0,0.0,5,17908.899999999998
2077,24.9,23.72,2.7,50.0,0.0,5,16985.600000000002
2078,24.9,16.64,2.7,56.0,0.0,5,16636.6
2079,25.7,22.05,2.6,50.0,0.0,5,18100.499999999996
2080,25.8,16.43,2.4,61.0,1.6,5,18768.5
2081,27.1,16.58,2.4,48.0,4.6,5,19130.899999999998
2082,24.3,5.56,2.4,68.0,0.4,5,18675.2
2083,27.4,21.34,2.2,62.0,0.0,5,19289.099999999995
2084,25.6,6.51,1.7,73.0,43.0,5,18522.000000000004
2085,24.3,8.1,1.8,69.0,25.0,5,17554.9
2086,25.7,19.37,2.2,54.0,0.0,5,18418.5
2087,25.9,17.54,2.5,61.0,0.0,5,18213.7
2088,27.5,9.89,3.8,50.0,0.0,5,19058.800000000003
2089,24.0,11.91,4.9,61.0,0.5,5,17283.9
2090,23.9,7.57,2.3,63.0,0.2,5,17047.0
2091,24.4,12.51,3.7,48.0,0.7,5,15761.800000000001
2092,24.2,12.82,4.7,59.0,0.0,5,15338.499999999998
2093,25.1,15.6,3.6,70.0,0.0,5,17082.2
2094,26.0,17.23,3.1,63.0,0.0,5,17371.9
2095,25.8,19.14,3.3,60.0,0.0,5,16998.300000000003
2096,25.3,15.61,2.9,46.0,0.2,5,15998.900000000001
2097,24.0,19.35,2.2,46.0,0.0,5,14396.6
2098,20.9,6.45,2.6,53.0,4.7,5,14671.7
2099,22.6,19.99,3.7,34.0,0.0,5,13919.9
2100,21.8,20.19,2.8,28.0,0.0,5,13853.200000000003
2101,21.7,3.92,2.6,49.0,0.3,5,14911.4
2102,22.2,19.06,2.3,44.0,0.0,5,15022.9
2103,20.1,18.78,4.7,37.0,0.0,5,14819.300000000001
2104,19.1,11.81,2.4,34.0,0.0,5,15018.5
2105,18.9,3.66,1.8,51.0,11.4,5,14987.400000000001
2106,20.1,6.5,3.2,61.0,10.8,5,14458.900000000001
2107,20.9,11.92,3.1,53.0,0.0,5,14631.900000000003
2108,20.5,18.12,3.4,48.0,0.0,5,14875.399999999998
2109,20.5,15.58,3.1,51.0,0.0,5,15171.8
2110,20.1,18.37,2.8,34.0,0.0,5,14956.8
2111,20.3,12.23,2.4,55.0,0.0,5,15265.7
2112,20.7,15.74,3.2,39.0,5.2,5,14444.7
2113,20.1,15.02,4.5,48.0,0.0,5,14082.2
2114,18.9,14.85,3.8,51.0,0.0,5,14824.800000000001
2115,18.3,18.2,3.1,48.0,0.0,5,14682.7
2116,18.3,17.92,2.2,57.0,0.0,5,14827.099999999999
2117,21.4,16.14,2.7,48.0,0.0,5,15165.299999999997
2118,16.8,11.6,5.6,37.0,8.3,5,15063.099999999999
2119,17.4,18.21,4.2,30.0,0.0,5,14003.199999999999
2120,17.4,15.55,2.2,45.0,0.0,5,13792.399999999998
2121,17.2,16.5,1.6,41.0,0.0,5,14651.699999999997
2122,17.7,14.44,1.5,49.0,0.0,5,14894.8
2123,19.8,16.42,2.2,50.0,0.0,5,14971.2
2124,20.4,14.91,3.5,50.0,0.0,5,15126.900000000001
2125,18.3,15.87,3.8,37.0,0.0,5,14845.699999999999
2126,17.2,15.81,2.2,39.0,0.0,5,14221.800000000001
2127,17.9,15.89,2.5,47.0,0.0,5,14112.900000000001
2128,18.2,15.82,2.6,55.0,0.0,5,14945.099999999999
2129,17.7,15.81,1.9,41.0,0.0,5,14811.199999999997
2130,20.0,15.56,2.4,19.0,0.0,5,14899.6
2131,19.8,15.35,2.3,36.0,0.0,5,14979.7
2132,21.2,13.76,2.2,42.0,0.0,5,15260.799999999997
2133,22.3,12.65,1.8,60.0,0.0,5,14978.800000000001
2134,23.6,4.04,2.1,49.0,0.6,5,14993.5
2135,19.0,2.85,6.8,42.0,18.3,5,15524.400000000001
2136,14.9,8.39,4.7,44.0,0.0,5,14815.900000000001
2137,15.6,15.19,2.5,52.0,0.0,5,14768.1
2138,18.5,5.86,1.6,46.0,2.8,5,15298.5
2139,12.9,7.35,4.4,42.0,4.0,5,15257.899999999998
2140,11.0,11.45,4.4,35.0,0.0,5,14656.999999999998
2141,10.2,3.64,5.5,52.0,0.0,5,14999.3
2142,9.5,5.96,5.5,47.0,1.7,5,16210.5
2143,11.6,1.33,3.0,44.0,0.0,5,16281.2
2144,12.9,12.55,2.8,37.0,0.0,5,15531.7
2145,12.0,1.42,3.8,52.0,27.3,5,16818.1
2146,10.0,3.74,7.5,38.0,12.6,5,16961.300000000003
2147,8.8,2.5,7.2,48.0,1.8,5,16796.0
2148,13.6,11.66,4.5,43.0,0.0,5,15164.000000000004
2149,12.3,14.09,2.9,43.0,0.0,5,15770.900000000003
2150,12.5,10.9,2.0,47.0,0.0,5,15998.7
2151,14.7,12.36,2.1,48.0,0.0,5,15638.6
2152,17.3,9.09,4.7,49.0,0.0,5,15721.400000000005
2153,8.6,3.09,6.4,42.0,0.0,5,17239.100000000002
2154,6.3,9.03,3.4,39.0,0.0,5,16309.0
2155,8.9,8.52,2.0,38.0,0.0,5,15486.499999999998
2156,13.1,3.43,4.1,56.0,0.0,5,16784.6
2157,10.7,4.8,4.7,43.4,0.0,5,17084.8
2158,11.2,6.82,3.0,46.1,0.0,5,16949.600000000002
2159,6.6,0.82,5.7,48.0,0.0,5,18498.499999999996
2160,7.1,0.62,5.2,46.0,2.9,5,18880.699999999997
2161,9.1,2.53,3.0,42.0,0.0,5,17287.899999999998
2162,10.1,6.07,3.4,40.0,0.0,5,16234.0
2163,8.5,10.41,2.0,53.0,0.0,5,17282.399999999998
2164,11.7,11.36,1.9,33.0,0.0,5,16702.799999999996
2166,12.0,12.54,4.1,30.0,0.0,5,16820.899999999998
2167,13.9,12.38,2.3,29.0,0.0,5,16317.499999999998
2168,15.8,8.28,2.5,50.0,0.0,5,15447.900000000001
2169,17.0,7.57,3.0,40.0,13.8,5,15081.7
2170,17.0,2.17,4.7,61.0,10.1,5,16588.4
2171,11.3,0.86,3.8,72.0,0.1,5,17074.5
2172,14.0,6.77,2.4,52.0,0.8,5,16504.5
2173,16.5,0.76,2.5,72.0,5.4,5,16840.2
2174,15.3,0.65,5.3,73.0,4.1,5,16735.8
2175,5.8,1.22,8.7,49.0,1.8,5,18036.7
2176,2.7,1.29,7.1,42.0,3.0,5,19018.7
2177,3.7,2.39,2.8,56.0,2.9,5,20053.9
2178,5.9,1.48,2.8,51.0,4.3,5,20068.299999999996
2179,4.7,1.88,7.0,45.0,0.0,5,20367.1
2180,1.3,2.39,7.8,44.0,7.1,5,21738.9
2181,1.6,1.39,6.5,48.0,8.2,5,21537.600000000002
2182,3.6,2.75,3.0,61.0,0.0,5,20014.299999999996
2183,5.4,0.49,4.1,55.0,9.2,5,19126.9
2184,6.5,2.69,4.6,43.0,0.0,5,19008.9
2185,8.3,3.53,2.4,49.0,0.0,5,19635.899999999998
2186,9.6,9.6,1.9,52.0,0.0,5,18759.000000000007
2187,9.7,8.07,2.9,50.0,0.0,5,18512.1
2188,8.5,8.92,2.6,51.0,0.0,5,18719.8
2189,11.2,9.85,2.1,45.0,0.0,5,17237.499999999996
2190,10.1,3.01,6.8,47.0,0.1,5,17595.6
2191,8.5,4.92,2.2,53.0,0.4,6,17177.599999999995
2192,9.9,6.87,2.1,49.0,0.0,6,18118.7
2193,8.4,2.75,5.2,37.0,3.9,6,18878.2
2194,8.2,11.38,3.2,41.0,0.0,6,18908.5
2195,10.5,7.15,3.3,40.0,0.0,6,18629.5
2196,9.4,11.47,3.5,37.0,0.0,6,17426.3
2197,6.1,3.49,5.9,38.0,0.0,6,18387.7
2198,4.6,8.53,2.8,48.0,0.0,6,20318.399999999998
2199,8.8,1.78,2.4,52.0,5.4,6,20580.4
2200,6.9,5.56,5.3,49.0,0.1,6,19801.5
2201,7.4,7.23,3.7,47.0,0.0,6,19905.800000000003
2202,10.3,4.28,3.6,42.0,0.0,6,19509.600000000002
2203,6.6,12.82,1.9,34.0,0.0,6,18406.2
2204,10.4,13.26,3.8,23.0,0.3,6,17340.300000000003
2205,6.1,11.18,4.1,42.0,0.0,6,19120.999999999996
2206,7.5,12.62,2.6,40.0,0.0,6,19301.600000000002
2207,14.0,8.41,2.9,39.0,0.0,6,17966.7
2208,13.2,1.76,3.0,57.0,3.6,6,17869.199999999997
2209,10.9,0.6,3.3,84.0,19.1,6,18852.5
2210,11.1,0.24,4.0,85.0,41.1,6,18241.8
2211,8.2,0.65,4.2,72.0,8.3,6,17915.100000000002
2212,2.0,0.92,7.7,53.0,0.7,6,21274.6
2213,0.6,3.22,8.6,52.0,5.7,6,22122.9
2214,2.9,1.62,7.6,57.0,2.0,6,22177.9
2215,4.0,1.19,4.9,57.0,0.0,6,21660.9
2216,5.8,1.69,4.0,51.0,0.0,6,20798.200000000004
2217,7.1,6.37,3.5,45.0,0.0,6,19160.2
2218,6.1,5.27,4.3,42.0,0.0,6,18509.600000000002
2219,5.7,9.33,2.4,52.0,0.0,6,19993.8
2220,7.7,2.16,2.8,56.0,0.5,6,20364.2
2221,12.2,8.14,2.6,70.0,2.3,6,18032.400000000005
2222,9.7,0.03,4.0,83.0,21.0,6,19211.0
2223,8.8,0.27,3.3,82.0,9.3,6,19231.699999999997
2224,9.7,0.73,2.7,75.0,13.0,6,18861.1
2225,10.9,2.14,3.3,76.0,20.1,6,17125.5
2226,9.9,2.04,4.6,66.0,17.6,6,18370.600000000002
2227,7.3,0.85,3.4,56.0,2.3,6,18967.499999999996
2228,5.7,5.32,3.8,52.0,0.0,6,19328.899999999994
2229,5.4,4.76,3.4,51.0,0.0,6,19497.899999999998
2230,6.4,3.76,4.3,47.0,0.0,6,18121.600000000006
2231,7.9,4.75,3.5,46.0,0.3,6,17165.3
2232,8.7,10.05,5.0,30.0,0.0,6,17115.399999999998
2233,8.9,15.19,2.3,29.0,0.0,6,16949.4
2234,12.8,15.63,2.7,27.0,0.0,6,16911.5
2235,15.7,3.28,1.8,50.0,0.3,6,16908.699999999997
