날짜, 1시 , 2시 , 3시 , 4시 , 5시 , 6시 , 7시 , 8시 , 9시 , 10시 , 11시 , 12시 , 13시 , 14시 , 15시 , 16시 , 17시 , 18시 , 19시 , 20시 , 21시 , 22시 , 23시 , 24시 
2024-01-02,470,497.4,515,531.7,540.9,522.4,467.3,402.1,373.9,520.5,607.6,713.7,722.7,568.6,483.5,445.2,398.6,329.7,312.6,309.4,327.1,345.8,357.3,382.7
2024-01-03,443.2,491.4,534.5,568.8,570.6,563.8,554.2,523.9,454.5,461,563,608.3,711.6,779.3,683.7,709,639,550.1,526.5,553.3,567.5,584.3,579.8,559.3
2024-01-04,582.1,575.8,585.1,583.9,583.1,561.2,503.2,417.1,417.2,574.3,713.6,791.2,855.2,716.1,756.1,660.2,522.5,382.9,325,321.3,341,367.7,384.3,418.9
2024-01-05,471.4,525.8,569.1,597.5,590.8,561,529.3,477.9,446.2,484.7,551.9,616.7,683.9,718.2,667.4,576.8,509.2,419.4,409.5,404.5,412.9,425.2,445.1,443.8
2024-01-06,481.7,527.7,562.2,601.3,633.7,646.9,602.3,596.2,633.5,773.5,923,982.2,998.9,983.2,977.5,882.2,705.2,538.3,536.2,531.5,533.7,569.8,545.4,542.3
2024-01-07,443.2,510,578.2,628.6,630.1,634.6,592.8,577.2,586.6,656,673.9,713.3,745.3,695.1,734,693.2,668.9,536.4,490.6,492.8,483.5,499.9,491,483.1
2024-01-08,494,498.1,508.2,519,522.1,534.2,467.4,404.9,366.8,543.4,674.5,726.7,662,553.9,443.9,338.4,305.1,251.1,253.7,258.1,265.2,284.6,303.9,314.8
2024-01-09,357.7,393.4,418.2,437.6,437.7,435.6,414.9,362.1,347.4,389.5,430.3,385.6,360.9,334.6,323,323.3,294.3,275.2,290.6,344,365,387.5,409.5,436.5
2024-01-10,482.6,503.9,576.9,626.4,672.1,685.8,645.6,594,570.7,643.2,702.6,763.4,834.2,822.3,823.8,778,679.9,582.9,553.7,545.6,555.3,554.4,545.4,516.9
2024-01-11,553.8,606,623.2,680.5,638.4,646.6,602.9,547.7,535.1,694.3,801.8,836.4,857.3,872.9,853.9,745.3,588.3,457.9,403.2,383.6,359.8,368.1,378.2,464.5
2024-01-12,516.1,559.5,587.1,609.9,634.5,638.5,592.9,531,513.5,601.6,663,713.2,742.8,752.7,748.8,674.3,596.9,483.1,431.6,447.9,499.3,517.8,546.6,558.3
2024-01-13,574.2,624.9,662.6,668.6,674.3,663.6,606.5,573.9,624.8,828.6,980.7,967.8,1013.6,1045.9,1001,912.4,718.6,481.3,408,374.4,368.6,375,379.7,392.2
2024-01-14,438.1,496,563.6,584.6,573.4,568,546.3,543,604.4,821,983.6,1051.7,1063.5,1041.3,1015,918.6,742.4,585.9,546.1,508.6,553.6,615.6,652,729.9
2024-01-15,770.9,796.1,803.9,812.5,806.7,819.6,781.1,713.4,717.6,899,1028,1061.9,1062.3,1057.2,1048.2,1012.3,826.5,610.9,580.6,562.4,572.9,575.1,575.5,575.5
